ID,怪物名稱,_Target_Type,等級,命中率要求,最大HP,最大SP,力量,體力,魔法,幸運,減傷率(%),物理最小傷害,物理最大傷害,魔法最小傷害,魔法最大傷害,移動速度,跳躍力,屬性力,物理固定傷害,物理傷害減少,物理貫穿力,魔法貫穿力,跳躍攻擊力,最小攻擊力,最大攻擊力,物理暴擊傷害,魔法暴擊 傷害,治愈效果,治愈暴擊率,最大HP係數,最大MP係數,HP恢復倍率,SP恢復倍率,物理命中率,魔法命中率,物理回避率,魔法回避率,物理背後攻擊傷害,魔法背後攻擊傷害,_BASE_ATK_ADD_FACTOR,_BASE_ATK_RATIO_FACTOR,_BASE_ELE_ADD_FACTOR,_BASE_ELE_RATIO_FACTOR,防禦力,_BASE_HEAL_HP_ADD,_BASE_HEAL_SP_ADD,_BASE_HEAL_HP_FACTOR,_BASE_HEAL_SP_FACTOR,魔法固定傷害,魔法傷害減少,屬性最小傷害,屬性最大傷害,抵抗力,屬性傷害,物理免疫,魔法免疫,屬性免疫,暴擊抗性,眩晕抵抗率,睡眠抵抗率,混乱抵抗率,冰冻抵抗率,下落速度,最大下落速度,_EffectID1,_EffectID2,_EffectID3,_EffectID4,_RecallID,_Drop_place,_Active_mob,_LifeTime,_LifeTime2,_Mob_Type,_HP_reset,_HIT_Revision,_SealSkill_Probability,_SealSkill_ID,怪物傷害類型,是否為BOSS,_Difficulty_Check
810001453,완벽한 대포 180,8,190,0,114840.0,114840,1,1,1,1,0,95,105,95,105,156,-800,1,0,146,0,0,307,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,3030,0,0,100,100,0,192,0,0,3000,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,147,147,3,0,30,0,0,1,0,0
810001454,완벽한 대포 190,8,200,0,126312.0,126312,1,1,1,1,0,95,105,95,105,156,-800,1,0,154,0,0,322,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,3180,0,0,100,100,0,202,0,0,3150,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,147,147,3,0,30,0,0,1,0,0
810001455,완벽한 굴리기 140,8,150,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,31900001,60000237,60000239,0,0,1,1,12,12,3,0,30,0,0,1,0,0
810001456,완벽한 굴리기 150,8,160,0,83700.0,83700,1,1,1,1,0,95,105,95,105,0,-800,1,0,124,0,0,262,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2580,0,0,100,100,0,162,0,0,2550,0,0,0,0,0,0,0,0,0,1600,30,31900001,60000237,60000239,0,0,1,1,12,12,3,0,30,0,0,1,0,0
810001457,완벽한 굴리기 160,8,170,0,93534.0,93534,1,1,1,1,0,95,105,95,105,0,-800,1,0,131,0,0,277,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2730,0,0,100,100,0,172,0,0,2700,0,0,0,0,0,0,0,0,0,1600,30,31900001,60000237,60000239,0,0,1,1,12,12,3,0,30,0,0,1,0,0
810001458,완벽한 굴리기 170,8,180,0,103914.0,103914,1,1,1,1,0,95,105,95,105,0,-800,1,0,139,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,31900001,60000237,60000239,0,0,1,1,12,12,3,0,30,0,0,1,0,0
810001459,완벽한 굴리기 180,8,190,0,114840.0,114840,1,1,1,1,0,95,105,95,105,0,-800,1,0,146,0,0,307,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,3030,0,0,100,100,0,192,0,0,3000,0,0,0,0,0,0,0,0,0,1600,30,31900001,60000237,60000239,0,0,1,1,12,12,3,0,30,0,0,1,0,0
810001460,완벽한 굴리기 190,8,200,0,126312.0,126312,1,1,1,1,0,95,105,95,105,0,-800,1,0,154,0,0,322,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,3180,0,0,100,100,0,202,0,0,3150,0,0,0,0,0,0,0,0,0,1600,30,31900001,60000237,60000239,0,0,1,1,12,12,3,0,30,0,0,1,0,0
810001461,완벽한 바리어 140,8,150,0,74412.0,74412,1,1,1,1,0,95,105,95,105,156,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810001462,완벽한 바리어 150,8,160,0,83700.0,83700,1,1,1,1,0,95,105,95,105,156,-800,1,0,124,0,0,262,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2580,0,0,100,100,0,162,0,0,2550,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810001463,완벽한 바리어 160,8,170,0,93534.0,93534,1,1,1,1,0,95,105,95,105,156,-800,1,0,131,0,0,277,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2730,0,0,100,100,0,172,0,0,2700,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810001464,완벽한 바리어 170,8,180,0,103914.0,103914,1,1,1,1,0,95,105,95,105,156,-800,1,0,139,0,0,292,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810001465,완벽한 바리어 180,8,190,0,114840.0,114840,1,1,1,1,0,95,105,95,105,156,-800,1,0,146,0,0,307,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,3030,0,0,100,100,0,192,0,0,3000,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810001466,완벽한 바리어 190,8,200,0,126312.0,126312,1,1,1,1,0,95,105,95,105,156,-800,1,0,154,0,0,322,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,3180,0,0,100,100,0,202,0,0,3150,0,0,0,0,0,0,0,0,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,100,100,3,0,30,0,0,1,0,0
810001467,완벽한 로봇 140,7,190,0,150.0,20,1,1,1,1,0,95,105,95,105,250,-800,1,0,90000000,0,0,292,1,1,50,50,50,50,0,0,3,2,30,30,0,0,20,20,100,200,100,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,0,1000,1000,1000,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,210,210,2,0,30,0,0,1,0,0
810001468,완벽한 로봇 150,7,190,0,150.0,20,1,1,1,1,0,95,105,95,105,250,-800,1,0,90000000,0,0,292,1,1,50,50,50,50,0,0,3,2,30,30,0,0,20,20,100,200,100,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,0,1000,1000,1000,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,210,210,2,0,30,0,0,1,0,0
810001469,완벽한 로봇 160,7,190,0,150.0,20,1,1,1,1,0,95,105,95,105,250,-800,1,0,90000000,0,0,292,1,1,50,50,50,50,0,0,3,2,30,30,0,0,20,20,100,200,100,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,0,1000,1000,1000,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,210,210,2,0,30,0,0,1,0,0
810001470,완벽한 로봇 170,7,190,0,150.0,20,1,1,1,1,0,95,105,95,105,250,-800,1,0,90000000,0,0,292,1,1,50,50,50,50,0,0,3,2,30,30,0,0,20,20,100,200,100,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,0,1000,1000,1000,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,210,210,2,0,30,0,0,1,0,0
810001471,완벽한 로봇 180,7,190,0,150.0,20,1,1,1,1,0,95,105,95,105,250,-800,1,0,90000000,0,0,292,1,1,50,50,50,50,0,0,3,2,30,30,0,0,20,20,100,200,100,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,0,1000,1000,1000,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,210,210,2,0,30,0,0,1,0,0
810001472,완벽한 로봇 190,7,190,0,150.0,20,1,1,1,1,0,95,105,95,105,250,-800,1,0,90000000,0,0,292,1,1,50,50,50,50,0,0,3,2,30,30,0,0,20,20,100,200,100,200,90000000,0,0,100,100,0,90000000,0,0,90000000,0,0,0,0,0,1000,1000,1000,0,1600,30,60000237,60000239,60000238,60000240,0,1,1,210,210,2,0,30,0,0,1,0,0
810001473,힐볼,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,31900001,0,0,0,0,1,1,12,12,3,0,30,0,0,1,0,0
810001474,슬립탄,8,160,0,74412.0,74412,1,1,1,1,0,95,105,95,105,0,-800,1,0,116,0,0,247,1,1,50,50,50,50,0,450,3,2,30,30,0,0,20,20,100,200,100,200,2430,0,0,100,100,0,152,0,0,2400,0,0,0,0,0,0,0,0,0,1600,30,21013633,0,0,0,0,1,1,18,18,3,0,30,0,0,1,0,1
810001475,콜로세움 디버프,0,1,0,150.0,150,1,1,1,1,0,95,105,95,105,0,-800,10,0,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,20,20,30,200,30,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810001476,저승,3,60,0,95940.0,95940,205,327,123,163,0,95,105,95,105,156,-800,106,0,41,0,0,97,130,161,50,50,50,50,975,450,4,2,27,27,0,0,20,20,42,200,42,200,930,0,0,100,100,0,52,0,0,900,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810001477,대만 이벤 1,3,61,0,494802.0,494802,348,556,209,278,0,95,105,95,105,156,-800,109,0,42,0,0,165,179,211,50,50,50,50,1625,750,4,2,46,46,0,0,20,20,45,200,45,200,945,0,0,100,100,0,53,0,0,915,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810001478,대만 이벤 2,3,62,0,102024.0,102024,213,339,128,169,0,95,105,95,105,156,-800,111,0,43,0,0,100,136,168,50,50,50,50,975,450,4,2,28,28,0,0,20,20,45,200,45,200,960,0,0,100,100,0,54,0,0,930,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810001479,사룡 60LV 서 퍼시벌,3,60,0,44772.0,44772,205,327,123,163,0,95,105,95,105,156,-800,106,0,41,0,0,97,130,161,50,50,50,50,975,450,4,2,27,27,0,0,20,20,42,200,42,200,930,0,0,100,100,0,52,0,0,900,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001480,사룡 60LV 누에,3,67,0,393552.0,393552,385,614,232,307,0,95,105,95,105,156,-800,125,0,46,0,0,180,205,240,50,50,50,50,1625,750,4,2,50,50,0,0,20,20,45,200,45,200,1035,0,0,100,100,0,59,0,0,1005,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001481,사룡 60LV 마벰,3,61,0,46174.0,46174,209,333,125,166,0,95,105,95,105,156,-800,109,0,42,0,0,99,133,164,50,50,50,50,975,450,4,2,27,27,0,0,20,20,45,200,45,200,945,0,0,100,100,0,53,0,0,915,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10360,1,0,0,0,1,0,30,0,0,1,1,1
810001482,사룡 60LV 마벰의 영혼( 배치 하는몹 아님 ),3,62,0,47610.0,47610,213,339,128,169,0,95,105,95,105,156,-800,111,0,43,0,0,100,136,168,50,50,50,50,975,450,4,2,28,28,0,0,20,20,45,200,45,200,960,0,0,100,100,0,54,0,0,930,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001483,사룡 60LV 파이리에,3,63,0,49064.0,49064,216,345,130,172,0,95,105,95,105,156,-195,114,0,43,0,0,102,138,172,50,50,50,50,975,450,4,2,28,28,0,0,20,20,45,200,45,200,975,0,0,100,100,0,55,0,0,945,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001484,사룡 60LV 녹색 서 퍼시벌,3,64,0,50534.0,50534,220,351,132,175,0,95,105,95,105,156,-800,117,0,44,0,0,103,142,176,50,50,50,50,975,450,4,2,29,29,0,0,20,20,45,200,45,200,990,0,0,100,100,0,56,0,0,960,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001485,사룡 60LV 푸슈 훗슈,3,65,0,52038.0,52038,224,357,134,178,0,95,105,95,105,156,-800,119,0,45,0,0,105,145,179,50,50,50,50,975,450,4,2,29,29,0,0,20,20,45,200,45,200,1005,0,0,100,100,0,57,0,0,975,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001486,사룡 60LV 보글,3,66,0,53550.0,53550,227,362,137,181,0,95,105,95,105,156,-800,122,0,46,0,0,106,148,183,50,50,50,50,975,450,4,2,30,30,0,0,20,20,45,200,45,200,1020,0,0,100,100,0,58,0,0,990,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001487,사룡 60LV 인보크,3,68,0,1573880.0,1573880,571,571,571,571,0,95,105,95,105,0,0,128,0,47,0,0,365,346,383,50,50,50,50,3250,1500,4,2,102,102,0,0,20,20,45,200,45,200,1050,0,0,100,100,0,60,0,0,1020,0,0,0,0,0,0,0,0,0,1600,30,99001108,99001109,99001110,0,0,0,0,0,0,1,0,30,0,0,2,1,1
810001488,사룡 120LV 서 퍼시벌,3,120,0,240000.0,240000,451,720,271,360,0,95,105,95,105,156,-800,336,0,86,0,0,187,385,473,50,50,50,50,975,450,4,2,54,54,0,0,20,20,64,200,64,200,1830,0,0,100,100,0,112,0,0,1800,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001489,사룡 120LV 누에,3,127,0,1339272.0,1339272,806,1287,484,643,0,95,105,95,105,156,-800,375,0,91,0,0,330,580,679,50,50,50,50,1625,750,4,2,95,95,0,0,20,20,68,200,68,200,1935,0,0,100,100,0,119,0,0,1905,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001490,사룡 120LV 마벰,3,121,0,243876.0,243876,455,727,273,363,0,95,105,95,105,156,-800,341,0,87,0,0,189,390,480,50,50,50,50,975,450,4,2,54,54,0,0,20,20,68,200,68,200,1845,0,0,100,100,0,113,0,0,1815,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10361,1,0,0,0,1,0,30,0,0,1,1,1
810001491,사룡 120LV 마벰의 영혼( 배치 하는몹 아님 ),3,122,0,247800.0,247800,460,735,276,367,0,95,105,95,105,156,-800,346,0,88,0,0,190,396,488,50,50,50,50,975,450,4,2,55,55,0,0,20,20,68,200,68,200,1860,0,0,100,100,0,114,0,0,1830,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001492,사룡 120LV 파이리에,3,123,0,251748.0,251748,465,742,279,371,0,95,105,95,105,156,-195,352,0,88,0,0,192,402,495,50,50,50,50,975,450,4,2,55,55,0,0,20,20,68,200,68,200,1875,0,0,100,100,0,115,0,0,1845,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001493,사룡 120LV 녹색 서 퍼시벌,3,124,0,255720.0,255720,469,749,282,374,0,95,105,95,105,156,-800,358,0,89,0,0,193,408,503,50,50,50,50,975,450,4,2,56,56,0,0,20,20,68,200,68,200,1890,0,0,100,100,0,116,0,0,1860,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001494,사룡 120LV 푸슈 훗슈,3,125,0,259740.0,259740,474,757,285,378,0,95,105,95,105,156,-800,363,0,90,0,0,195,414,509,50,50,50,50,975,450,4,2,56,56,0,0,20,20,68,200,68,200,1905,0,0,100,100,0,117,0,0,1875,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001495,사룡 120LV 보글,3,126,0,263772.0,263772,479,764,287,382,0,95,105,95,105,156,-800,369,0,91,0,0,196,421,517,50,50,50,50,975,450,4,2,57,57,0,0,20,20,68,200,68,200,1920,0,0,100,100,0,118,0,0,1890,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001496,사룡 120LV 인보크,3,128,0,15864240.0,15864240,1627,2599,978,1299,0,95,105,95,105,0,0,381,0,92,0,0,665,980,1080,50,50,50,50,3250,1500,4,2,192,192,0,0,20,20,68,200,68,200,1950,0,0,100,100,0,120,0,0,960,0,0,0,0,0,0,0,0,0,1600,30,99001108,99001109,99001110,0,0,0,0,0,0,1,0,30,0,0,2,1,1
810001497,라비린스 150LV 댄디펭귄,3,150,0,370140.0,370140,950,950,357,475,0,95,105,95,105,156,-800,530,0,109,0,0,232,590,724,50,50,50,50,975,450,4,2,68,68,0,0,20,20,76,200,76,200,2280,0,0,100,100,0,142,0,0,2250,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001498,라비린스 150LV 이글루맨,3,151,0,374952.0,374952,958,958,360,479,0,95,105,95,105,156,-800,538,0,109,0,0,234,597,733,50,50,50,50,975,450,4,2,68,68,0,0,20,20,81,200,81,200,2295,0,0,100,100,0,143,0,0,2265,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001499,라비린스 150LV 미노타우르스,3,157,0,5993064.0,5993064,1343,1679,631,839,0,95,105,95,105,156,-800,586,0,114,0,0,405,881,1029,50,50,50,50,1625,750,4,2,118,118,0,0,20,20,81,200,81,200,2385,0,0,100,100,0,149,0,0,2355,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001500,라비린스 150LV 흰늑대,3,152,0,379812.0,379812,967,967,363,483,0,95,105,95,105,156,-800,546,0,110,0,0,235,606,744,50,50,50,50,975,450,4,2,68,68,0,0,20,20,81,200,81,200,2310,0,0,100,100,0,144,0,0,2280,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001501,라비린스 150LV 설녀,3,153,0,11986128.0,11986128,975,975,366,487,0,95,105,95,105,156,-800,554,0,111,0,0,237,613,754,50,50,50,50,975,450,4,2,69,69,0,0,20,20,81,200,81,200,2325,0,0,100,100,0,145,0,0,2295,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001502,라비린스 150LV 화이트 비틀G,3,154,0,389604.0,389604,983,983,369,491,0,95,105,95,105,156,-800,562,0,112,0,0,238,622,765,50,50,50,50,975,450,4,2,69,69,0,0,20,20,81,200,81,200,2340,0,0,100,100,0,146,0,0,2310,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001503,라비린스 150LV 털보숭이,3,155,0,394560.0,394560,991,991,372,495,0,95,105,95,105,156,-800,570,0,112,0,0,240,630,773,50,50,50,50,975,450,4,2,70,70,0,0,20,20,81,200,81,200,2355,0,0,100,100,0,147,0,0,2325,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001504,라비린스 150LV 셀키,3,156,0,5993064.0,5993064,1333,1666,626,833,0,95,105,95,105,156,-800,867,0,113,0,0,402,871,1016,50,50,50,50,1625,750,4,2,117,117,0,0,20,20,81,200,81,200,2370,0,0,100,100,0,148,0,0,2340,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10362,1,0,0,0,1,0,30,0,0,1,1,1
810001505,라비린스 150LV 빈터,3,158,0,35838810.0,35838810,2120,3387,1273,1693,0,95,105,95,105,0,-800,892,0,115,0,0,815,1488,1639,50,50,50,50,3250,1500,4,2,237,237,0,0,20,20,81,200,81,200,2400,0,0,100,100,0,150,0,0,2370,0,0,0,0,0,0,0,0,0,1600,30,99001108,99001109,99001110,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810001506,라비린스 190LV 댄디펭귄,3,190,0,616707.0,616707,1293,1293,486,646,0,95,105,95,105,120,-800,920,0,139,0,0,292,984,1206,50,50,50,50,975,450,4,2,86,86,0,0,20,20,96,200,96,200,2880,0,0,100,100,0,182,0,0,2850,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001507,라비린스 190LV 이글루맨,3,191,0,623070.0,623070,1302,1302,489,651,0,95,105,95,105,120,-800,933,0,139,0,0,294,994,1220,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2895,0,0,100,100,0,183,0,0,2865,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001508,라비린스 190LV 미노타우르스,3,197,0,6554368.0,6554368,1810,2262,850,1131,0,95,105,95,105,120,-800,1009,0,144,0,0,505,1458,1701,50,50,50,50,1625,750,4,2,148,148,0,0,20,20,100,200,100,200,2985,0,0,100,100,0,189,0,0,2955,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001509,라비린스 190LV 흰늑대,3,192,0,419655.0,419655,1311,1311,493,655,0,95,105,95,105,120,-800,945,0,140,0,0,295,1007,1236,50,50,50,50,975,450,4,2,86,86,0,0,20,20,100,200,100,200,2910,0,0,100,100,0,184,0,0,2880,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001510,라비린스 190LV 설녀,3,193,0,13108737.0,13108737,1320,1320,496,660,0,95,105,95,105,120,-800,957,0,141,0,0,297,1018,1250,50,50,50,50,975,450,4,2,87,87,0,0,20,20,100,200,100,200,2925,0,0,100,100,0,185,0,0,2895,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001511,라비린스 190LV 화이트 비틀G,3,194,0,642385.0,642385,1329,1329,499,664,0,95,105,95,105,120,-800,970,0,142,0,0,298,1031,1267,50,50,50,50,975,450,4,2,87,87,0,0,20,20,100,200,100,200,2940,0,0,100,100,0,186,0,0,2910,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001512,라비린스 190LV 털보숭이,3,195,0,648900.0,648900,1339,1339,503,669,0,95,105,95,105,120,-800,983,0,142,0,0,300,1044,1280,50,50,50,50,975,450,4,2,88,88,0,0,20,20,100,200,100,200,2955,0,0,100,100,0,187,0,0,2925,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,1,0,30,0,0,1,1,1
810001513,라비린스 190LV 셀키,3,196,0,6554368.0,6554368,1798,2247,844,1798,0,95,105,95,105,120,-800,1494,0,143,0,0,502,1442,1681,50,50,50,50,1625,750,4,2,147,147,0,0,20,20,100,200,100,200,2970,0,0,100,100,0,188,0,0,2940,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,10363,1,0,0,0,1,0,30,0,0,1,1,1
810001514,라비린스 190LV 빈터,3,198,0,39002187.0,39002187,2851,4555,1712,2277,0,95,105,95,105,0,-800,1533,0,145,0,0,1015,2461,2708,50,50,50,50,3250,1500,4,2,297,297,0,0,20,20,100,200,100,200,3000,0,0,100,100,0,190,0,0,2970,0,0,0,0,0,0,0,0,0,1600,30,99001108,99001109,99001110,0,0,1,0,0,0,1,0,30,0,0,2,1,1
810001515,사룡 60LV 용암 지대,0,199,0,76500.0,76500,227,362,137,181,0,95,105,95,105,0,-800,122,0,46,0,0,106,148,183,50,50,50,50,975,450,4,2,30,30,0,0,20,20,100,200,100,200,1020,0,0,100,100,0,58,0,0,990,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810001516,사룡 120LV 용암 지대,0,199,0,19998.0,19998,1,1,1,1,0,95,105,95,105,144,-800,10,40,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,100,200,100,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810001517,사룡 60LV 철퇴,0,199,0,76500.0,76500,357,357,134,178,0,95,105,95,105,0,-800,122,0,46,0,0,106,148,183,50,50,50,50,975,450,4,2,30,30,0,0,20,20,100,200,100,200,1020,0,0,100,100,0,58,0,0,990,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810001518,사룡 120LV 철퇴,0,199,0,19998.0,19998,757,757,285,378,0,95,105,95,105,144,-800,10,40,1,0,0,4,11,13,50,50,50,0,100,100,2,3,0,0,0,0,0,0,100,200,100,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810001519,60 불기둥,0,199,0,19998.0,19998,757,757,285,378,0,95,105,95,105,144,-800,10,150,1,0,0,4,11,13,50,50,50,0,100,100,2,3,400,400,0,0,0,0,100,200,100,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810001520,120 불기둥,0,199,0,19998.0,19998,757,757,285,378,0,95,105,95,105,144,-800,10,150,1,0,0,4,11,13,50,50,50,0,100,100,2,3,400,400,0,0,0,0,100,200,100,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810001521,60독가스,0,199,0,19998.0,19998,757,757,285,378,0,95,105,95,105,144,-800,10,150,1,0,0,4,11,13,50,50,50,0,100,100,2,3,400,400,0,0,0,0,100,200,100,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
810001522,120 독가스,0,199,0,19998.0,19998,757,757,285,378,0,95,105,95,105,144,-800,10,150,1,0,0,4,11,13,50,50,50,0,100,100,2,3,400,400,0,0,0,0,100,200,100,200,45,0,0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1600,30,0,0,0,0,0,1,0,0,0,0,0,30,0,0,1,0,1
