ID,箱子名稱,獎勵名稱,效果名稱
1986,[活動] 爆炸禮物箱子,卡哇伊領養券 X1,春之氣息：移動速度 20%
1987,[活動] 爆炸禮物箱子,白虎領養券 X1,春之氣息：移動速度 20%
1988,[活動] 爆炸禮物箱子,鈕扣兔領養券 X1,春之氣息：移動速度 20%
1989,[活動] 爆炸禮物箱子,愛麗絲火龍果寶石 X1,春之氣息：移動速度 20%
1990,[活動] 爆炸禮物箱子,穆亞的杏仁寶石 X1,春之氣息：移動速度 20%
1991,[活動] 爆炸禮物箱子,黑月的可頌寶石 X1,春之氣息：移動速度 20%
1992,[活動] 爆炸禮物箱子,戳戳樂第1名表情 X1,春之氣息：移動速度 20%
1993,[活動] 爆炸禮物箱子,沙漠狐狸寶寶帽子 X1,春之氣息：移動速度 20%
1994,[活動] 爆炸禮物箱子,沙漠狐狸寶寶披風 X1,春之氣息：移動速度 20%
1995,[活動] 爆炸禮物箱子,穆亞的薄荷寶石 X1,春之氣息：移動速度 20%
1996,[活動] 爆炸禮物箱子,黑月的馬卡龍寶石 X1,春之氣息：移動速度 20%
1997,[活動] 爆炸禮物箱子,愛麗絲的櫻桃寶石 X1,春之氣息：移動速度 20%
1998,[活動] 爆炸禮物箱子,高級超級鑲嵌拼圖兌換券 X1,春之氣息：移動速度 20%
1999,[活動] 爆炸禮物箱子,寵物重置拼圖 X1,春之氣息：移動速度 20%
2000,[活動] 爆炸禮物箱子,寵物重置拼圖 X1,春之氣息：移動速度 20%
2001,[活動] 爆炸禮物箱子,可愛龍龍碎片 X1,春之氣息：移動速度 20%
2002,[活動] 爆炸禮物箱子,噢！好口愛！學習書 X1,春之氣息：移動速度 20%
2003,[活動] 爆炸禮物箱子,超級瑪琍闖關箱子 X1,春之氣息：移動速度 20%
2004,[活動] 爆炸禮物箱子,一般恢復藥水 X1,春之氣息：移動速度 20%
2005,[活動] 爆炸禮物箱子,Lv.2 爆擊傷害增幅劑 X1,春之氣息：移動速度 20%
2006,[活動] 爆炸禮物箱子,Lv.2 爆擊率增幅劑 X1,春之氣息：移動速度 20%
2007,[活動] 爆炸禮物箱子,道具封印鎖 X1,春之氣息：移動速度 20%
2008,[活動] 爆炸禮物箱子,復活精髓 X2,春之氣息：移動速度 20%
2009,[活動] 爆炸禮物箱子,那勒斯的妙藥 X2,春之氣息：移動速度 20%
2010,[活動] 爆炸禮物箱子,遠端完成任務箱子 X1,春之氣息：移動速度 20%
2011,[活動] 爆炸禮物箱子,哭臉頻道麥克風 X1,春之氣息：移動速度 20%
2012,[活動] 爆炸禮物箱子,衝鋒陷陣大王學習書 X5,春之氣息：移動速度 20%
2013,[活動] 爆炸禮物箱子,衝鋒陷陣高手學習書 X5,春之氣息：移動速度 20%
2014,[活動] 爆炸禮物箱子,衝鋒陷陣之神學習書 X5,春之氣息：移動速度 20%
2015,[活動] 爆炸禮物箱子,衝鋒陷陣達人學習書 X5,春之氣息：移動速度 20%
2016,稱號黃金箱子,衝鋒陷陣之神學習書(100%) X1,
2017,稱號黃金箱子,我就愛衝鋒陷陣學習書(100%) X1,
2018,稱號黃金箱子,衝鋒陷陣達人學習書(100%) X1,
2019,稱號黃金箱子,超高級兔子學習書(100%) X1,
2020,稱號黃金箱子,悠閒的聖誕老人學習書(100%) X1,
2021,稱號黃金箱子,女兒稱號學習書(100%) X1,
2022,稱號黃金箱子,兒子稱號學習書(100%) X1,
2023,聰明藥箱子,經驗值秘藥500% X1,
2024,聰明藥箱子,經驗值秘藥300% X1,
2025,聰明藥箱子,鑲嵌神藥 X1,
2026,聰明藥箱子,鑲嵌妙藥 X1,
2027,聰明藥箱子,組合妙藥 X1,
2028,聰明藥箱子,王者經驗值秘藥 X1,
2029,聰明藥箱子,王者攻擊力秘藥 X1,
2030,黃兒領養券,黃兒 X1,
2031,紅兒領養券,紅兒 X1,
2032,迪布魯米殘像鏡子盒,迪布魯米殘像鏡子 X1,
2033,初級萬能木錘箱子,初級萬能木錘 X1,
2034,高級萬能木錘箱子,高級萬能木錘 X1,
2035,華爾基莉武器 +7箱子,華爾基莉長槍 +7 X1,
2036,華爾基莉武器 +7箱子,華爾基莉雙手劍 +7 X1,
2037,華爾基莉武器 +7箱子,華爾基莉雙劍 +7 X1,
2038,華爾基莉武器 +7箱子,華爾基莉單手劍 +7 X1,
2039,華爾基莉武器 +7箱子,華爾基莉戰錘 +7 X1,
2040,華爾基莉武器 +7箱子,華爾基莉刺手 +7 X1,
2041,華爾基莉武器 +7箱子,華爾基莉魔杖 +7 X1,
2042,華爾基莉武器 +7箱子,華爾基莉魔法球 +7 X1,
2043,華爾基莉武器 +7箱子,華爾基莉吉他 +7 X1,
2044,華爾基莉武器 +7箱子,華爾基莉弓 +7 X1,
2045,華爾基莉武器 +7箱子,華爾基莉十字弓 +7 X1,
2046,華爾基莉武器 +7箱子,華爾基莉匕首 +7 X1,
2047,華爾基莉武器 +7箱子,華爾基莉麥格農手槍 +7 X1,
2048,華爾基莉武器 +7箱子,華爾基莉MG +7 X1,
2049,華爾基莉武器 +7箱子,華爾基莉靈魂 +7 X1,
2050,華爾基莉武器 +7箱子,華爾基莉魔力卡片 +7 X1,
2051,彩虹島皇家箱子,獅鷲兌換券 X1,收費機會箱子(50 ~ 150)
2052,彩虹島皇家箱子,浣熊領養券 X1,收費機會箱子(50 ~ 150)
2053,彩虹島皇家箱子,白虎領養券 X1,收費機會箱子(50 ~ 150)
2054,彩虹島皇家箱子,匠人的手藝學習書 X1,收費機會箱子(50 ~ 150)
2055,彩虹島皇家箱子,卡哇伊領養券 X1,收費機會箱子(50 ~ 150)
2056,彩虹島皇家箱子,發光的愛麗絲草莓寶石 X1,收費機會箱子(50 ~ 150)
2057,彩虹島皇家箱子,發光的愛麗絲櫻桃寶石 X1,收費機會箱子(50 ~ 150)
2058,彩虹島皇家箱子,發光的愛麗絲蘋果寶石 X1,收費機會箱子(50 ~ 150)
2059,彩虹島皇家箱子,名人裝備兌換券 X1,收費機會箱子(50 ~ 150)
2060,彩虹島皇家箱子,騎士團的紅色武器箱子 X1,收費機會箱子(50 ~ 150)
2061,彩虹島皇家箱子,舞動的白狐服裝兌換券 X1,收費機會箱子(50 ~ 150)
2062,彩虹島皇家箱子,攻擊力大師技能學習書 X1,收費機會箱子(50 ~ 150)
2063,彩虹島皇家箱子,經驗值秘藥500% X1,收費機會箱子(50 ~ 150)
2064,彩虹島皇家箱子,寵物重置拼圖 X1,收費機會箱子(50 ~ 150)
2065,彩虹島皇家箱子,寵物重置拼圖 X1,收費機會箱子(50 ~ 150)
2066,彩虹島皇家箱子,高級超級鑲嵌拼圖兌換券 X5,收費機會箱子(50 ~ 150)
2067,彩虹島皇家箱子,鑲嵌神藥 X3,收費機會箱子(50 ~ 150)
2068,彩虹島皇家箱子,倉庫背包 X1,收費機會箱子(50 ~ 150)
2069,彩虹島皇家箱子,鑲嵌妙藥 X2,收費機會箱子(50 ~ 150)
2070,彩虹島皇家箱子,降級鑲嵌金錘 X3,收費機會箱子(50 ~ 150)
2071,彩虹島皇家箱子,[活動] 暴風藥水 X20,收費機會箱子(50 ~ 150)
2072,彩虹島皇家箱子,糖漿組合兌換券 X1,收費機會箱子(50 ~ 150)
2073,獅鷲兌換券,[活動] 獅鷲登錄券 X1,
2074,浣熊領養券,浣熊 X1,
2075,騎士團的紅色武器箱子,騎士團的紅色螺旋劍 X1,
2076,騎士團的紅色武器箱子,騎士團的紅色飛燕劍 X1,
2077,騎士團的紅色武器箱子,騎士團的紅色長拳套 X1,
2078,騎士團的紅色武器箱子,騎士團的紅色神擊手 X1,
2079,騎士團的紅色武器箱子,騎士團的紅色戰擊拐杖 X1,
2080,騎士團的紅色武器箱子,騎士團的紅色音樂權杖 X1,
2081,騎士團的紅色武器箱子,騎士團的紅色盜賊短劍 X1,
2082,騎士團的紅色武器箱子,騎士團的紅色神槍劍 X1,
2083,騎士團的紅色武器箱子,騎士團的紅色禦守珠 X1,
2084,粉紅領養券,粉兒 X1,
2085,雷比的禮物箱子,匠人的手藝學習書(15日) X1,
2086,雷比的禮物箱子,雷比的殘像鏡子 +6(15日) X1,
2087,雷比的禮物箱子,想成為英雄的胖熊貓(15日) X1,
2088,雷比的禮物箱子,[活動] 經驗值秘藥200% X1,
2089,雷比的禮物箱子,GO！GO！技能學習書(15日) X1,
2090,雷比的禮物箱子,翱翔的飛天毛毯製作方法卷軸 X1,
2091,雷比的禮物箱子,刻有星星的刻印石 X5,
2092,雷比的禮物箱子,刻有星星的刻印石 X5,
2093,雷比的禮物箱子,刻有星星的刻印石 X5,
2094,雷比的禮物箱子,刻有星星的刻印石 X5,
2095,雷比的禮物箱子,刻有星星的刻印石 X5,
2096,雷比的禮物箱子,飛天毛毯碎布 X5,
2097,雷比的禮物箱子,飛天毛毯碎布 X3,
2098,雷比的禮物箱子,靈魂出竅學習書(15日) X1,
2099,雷比的禮物箱子,暢快可樂 X10,
2100,雷比的禮物箱子,★幸運之星 X3,
2101,雷比的禮物箱子,靈藥兌換券 X1,
2102,雷比的禮物箱子,靈藥兌換券 X1,
2103,雷比的禮物箱子,靈藥兌換券 X1,
2104,雷比的禮物箱子,靈藥兌換券 X1,
2105,雷比的禮物箱子,刻有星星的刻印石 X5,
2106,雷比的禮物箱子,大型經驗值藥水 X1,
2107,雷比的禮物箱子,中型經驗值藥水 X1,
2108,雷比的禮物箱子,小型經驗值藥水 X1,
2109,雷比的禮物箱子,例行維護學習書 X5,
2110,雷比的禮物箱子,緊急維護學習書 X5,
2111,愛麗絲的禮物箱子,匠人的手藝學習書(15日) X1,
2112,愛麗絲的禮物箱子,愛麗絲的殘像鏡子 +6(15日) X1,
2113,愛麗絲的禮物箱子,想成為英雄的卡哇伊(15日) X1,
2114,愛麗絲的禮物箱子,想成為英雄的鐵金剛(15日) X1,
2115,愛麗絲的禮物箱子,[活動] 一般髮型變更券 X1,
2116,愛麗絲的禮物箱子,[活動] 一般臉型變更券 X1,
2117,愛麗絲的禮物箱子,[活動] 一般膚色變更券 X1,
2118,愛麗絲的禮物箱子,刻有星星的刻印石 X5,
2119,愛麗絲的禮物箱子,刻有星星的刻印石 X5,
2120,愛麗絲的禮物箱子,GO！GO！技能學習書(15日) X1,
2121,愛麗絲的禮物箱子,翱翔的飛天毛毯製作方法卷軸 X1,
2122,愛麗絲的禮物箱子,飛天毛毯碎布 X10,
2123,愛麗絲的禮物箱子,暢快可樂 X10,
2124,愛麗絲的禮物箱子,靈魂出竅學習書(15日) X1,
2125,愛麗絲的禮物箱子,靈藥兌換券 X2,
2126,愛麗絲的禮物箱子,靈藥兌換券 X2,
2127,愛麗絲的禮物箱子,靈藥兌換券 X2,
2128,愛麗絲的禮物箱子,靈藥兌換券 X2,
2129,愛麗絲的禮物箱子,靈藥兌換券 X2,
2130,愛麗絲的禮物箱子,刻有星星的刻印石 X5,
2131,愛麗絲的禮物箱子,大型經驗值藥水 X1,
2132,愛麗絲的禮物箱子,中型經驗值藥水 X1,
2133,愛麗絲的禮物箱子,臨時維護學習書 X5,
2134,愛麗絲的禮物箱子,延長維護學習書 X5,
2135,愛麗絲的禮物箱子,例行維護學習書 X5,
2136,愛麗絲的禮物箱子,緊急維護學習書 X5,
2137,兔兔藏起來的寶箱,小馬兌換券 X1,春之氣息：移動速度 20%
2138,兔兔藏起來的寶箱,卡哇伊領養券 X1,春之氣息：移動速度 20%
2139,兔兔藏起來的寶箱,鐵金剛領養券 X1,春之氣息：移動速度 20%
2140,兔兔藏起來的寶箱,卡蒂亞．舒的石頭兌換券 X1,春之氣息：移動速度 20%
2141,兔兔藏起來的寶箱,卡蒂亞．舒的戒指 X1,春之氣息：移動速度 20%
2142,兔兔藏起來的寶箱,卡蒂亞．舒的耳環 X1,春之氣息：移動速度 20%
2143,兔兔藏起來的寶箱,神騎士服裝兌換券 X1,春之氣息：移動速度 20%
2144,兔兔藏起來的寶箱,卡蒂亞．舒的天狼星寶石 X1,春之氣息：移動速度 20%
2145,兔兔藏起來的寶箱,卡蒂亞．舒的參宿七寶石 X1,春之氣息：移動速度 20%
2146,兔兔藏起來的寶箱,卡蒂亞．舒的角宿一寶石 X1,春之氣息：移動速度 20%
2147,兔兔藏起來的寶箱,神騎士玫瑰寶劍 X1,春之氣息：移動速度 20%
2148,兔兔藏起來的寶箱,神騎士盾牌 X1,春之氣息：移動速度 20%
2149,兔兔藏起來的寶箱,道具冷卻時間減少技能學習書(7日) X1,春之氣息：移動速度 20%
2150,兔兔藏起來的寶箱,唯我獨尊學習書 X1,春之氣息：移動速度 20%
2151,兔兔藏起來的寶箱,聲望飾品延長優惠券 X1,春之氣息：移動速度 20%
2152,兔兔藏起來的寶箱,巴斯巴斯的妙藥 X2,春之氣息：移動速度 20%
2153,兔兔藏起來的寶箱,格鬥點數增加超級藥水 X1,春之氣息：移動速度 20%
2154,兔兔藏起來的寶箱,那勒斯的妙藥 X2,春之氣息：移動速度 20%
2155,兔兔藏起來的寶箱,積分優惠券(騎士) X1,春之氣息：移動速度 20%
2156,兔兔藏起來的寶箱,吉恩蒂亞碰碰飲料 X2,春之氣息：移動速度 20%
2157,兔兔藏起來的寶箱,世界第一等葡萄罐頭 X3,春之氣息：移動速度 20%
2158,兔兔藏起來的寶箱,紅心伺服器麥克風 X1,春之氣息：移動速度 20%
2159,兔兔藏起來的寶箱,復活精髓 X2,春之氣息：移動速度 20%
2160,兔兔藏起來的寶箱,組合之神學習書 X1,春之氣息：移動速度 20%
2161,兔兔藏起來的寶箱,經驗值甜年糕 X1,春之氣息：移動速度 20%
2162,兔兔藏起來的寶箱,格鬥場甜年糕 X1,春之氣息：移動速度 20%
2163,兔兔藏起來的寶箱,炫富(一)學習書 X2,春之氣息：移動速度 20%
2164,兔兔藏起來的寶箱,炫富(二)學習書 X2,春之氣息：移動速度 20%
2165,兔兔藏起來的寶箱,★愛麗絲的朋友★學習書 X5,春之氣息：移動速度 20%
2166,兔兔藏起來的寶箱,★雷比的朋友★學習書 X5,春之氣息：移動速度 20%
2167,小馬兌換券,[活動] 小馬登錄券 X1,
2168,卡蒂亞．舒的石頭兌換券,卡蒂亞．舒的石頭 X1,
2169,蜜蜂嗡嗡領養券,蜜蜂嗡嗡 X1,
2170,小蜜蜂領養券,小蜜蜂 X1,
2171,王者之石兌換券(30日),王者之石 X1,
2172,王者指南針兌換券(30日),王者黃金指南針 X1,
2173,萬聖節南瓜馬車兌換券,[活動] 萬聖節南瓜馬車登錄券 X1,
2174,突變骷髏領養券,突變骷髏 X1,
2175,飛奔的飾品箱子,"飛奔的黃玉耳環 X1
飛奔的黃玉戒指 X1
飛奔的黃玉絲襪 X1
飛奔的黃玉披風 X1",
2176,想成為英雄的寵物箱子,"想成為英雄的白虎 X1
想成為英雄的幸運龍 X1
想成為英雄的鐵金剛(30日) X1
想成為英雄的卡哇伊(30日) X1",
2177,高級女僕領養券[永久制],高級女僕[永久制] X1,
2178,高級執事領養券[永久制],高級執事[永久制] X1,
2179,物理型糖漿套裝兌換券,"經驗值糖漿 X1
道具掉落率糖漿 X1
最小/最大傷害糖漿 X1
爆擊傷害糖漿 X1
命中率糖漿 X1",
2180,[活動] 探險套裝兌換券,"[活動] 偵探帽子 X1
[活動] 偵探披風上衣 X1
[活動] 偵探口袋褲 X1
[活動] 偵探靴子 X1",
2181,大象寶寶套裝箱子,"大象寶寶帽子 X1
大象寶寶上衣 X1
大象寶寶尿布 X1
大象寶寶鞋子 X1",
2182,粉紅兔服裝兌換券,"粉紅兔帽子 X1
粉紅兔上衣 X1
粉紅兔康康褲 X1
粉紅兔胡蘿蔔靴子 X1",
2183,小羊套裝兌換券,"小羊帽子 X1
小羊拖鞋 X1
小羊服裝 X1
小羊手套 X1",
2184,狗狗套裝兌換券,"狗狗耳朵髮帶 X1
狗狗拖鞋 X1
狗狗服裝 X1
狗狗手套 X1",
2185,小貓套裝兌換券,"小貓帽子 X1
小貓拖鞋 X1
小貓服裝 X1
小貓手套 X1",
2186,企鵝套裝兌換券,"企鵝帽子 X1
企鵝拖鞋 X1
企鵝服裝 X1
企鵝手套 X1",
2187,白熊套裝兌換券,"白熊帽子 X1
白熊服裝 X1
白熊手套 X1
白熊掌 X1",
2188,熊貓套裝兌換券,"熊貓帽子 X1
熊貓服裝 X1
熊貓手套 X1
熊貓拖鞋 X1",
2189,慶典用糖漿組合兌換券,"慶典用經驗值糖漿 X1
慶典用道具掉落率糖漿 X1
慶典用最小/最大傷害糖漿 X1
慶典用爆擊傷害糖漿 X1
慶典用命中率糖漿 X1",
2190,[活動] 小羊套裝兌換券(30日),"[活動] 小羊帽子(30日) X1
[活動] 小羊服裝(30日) X1
[活動] 小羊手套(30日) X1
[活動] 小羊拖鞋(30日) X1",
2191,[活動] 熊貓套裝兌換券(30日),"[活動] 熊貓帽子(30日) X1
[活動] 熊貓服裝(30日) X1
[活動] 熊貓手套(30日) X1
[活動] 熊貓拖鞋(30日) X1",
2192,[活動] 白熊套裝(30日)兌換券,"[活動] 白熊帽子(30日) X1
[活動] 白熊服裝(30日) X1
[活動] 白熊手套(30日) X1
[活動] 白熊掌(30日) X1",
2193,耶比妹妹套裝兌換券,"耶比妹妹帽子 X1
耶比妹妹拖鞋 X1
耶比妹妹服裝 X1",
2194,馬術套裝兌換券,"馬術帽子 X1
馬術背心 X1
玩具馬泳圈 X1
馬術皮鞋 X1",
2195,歐洲女僕裝兌換券,"歐洲女僕帽 X1
歐洲女僕裝 X1
歐洲女僕皮鞋 X1",
2196,雷比套裝兌換券,"雷比的盔甲 X1
雷比的頭盔 X1
雷比的靴子 X1",
2197,喬艾套裝兌換券,"喬艾的洋裝 X1
喬艾的頭紗 X1
喬艾的皮鞋 X1",
2198,4欄位寶石箱子,愛麗絲火龍果寶石 X1,
2199,4欄位寶石箱子,穆亞的杏仁寶石 X1,
2200,4欄位寶石箱子,黑月的可頌寶石 X1,
2201,愛麗絲的殘像 +6鏡子盒,愛麗絲的殘像鏡子 +6 X1,
2202,雷比的殘像 +6鏡子盒,雷比的殘像鏡子 +6 X1,
2203,彩虹殘像 +6鏡子盒,彩虹殘像鏡子 +6 X1,
2204,[活動] USHA USHA！靈藥禮物組合,靈藥兌換券 X5,
2205,彩虹島皇家箱子2,幸運龍領養券 X1,收費機會箱子(50 ~ 150)
2206,彩虹島皇家箱子2,浣熊領養券 X1,收費機會箱子(50 ~ 150)
2207,彩虹島皇家箱子2,聖誕快樂稱號學習書(100%) X1,收費機會箱子(50 ~ 150)
2208,彩虹島皇家箱子2,卡哇伊領養券 X1,收費機會箱子(50 ~ 150)
2209,彩虹島皇家箱子2,鈕扣兔領養券 X1,收費機會箱子(50 ~ 150)
2210,彩虹島皇家箱子2,發光的穆亞巧克力寶石 X1,收費機會箱子(50 ~ 150)
2211,彩虹島皇家箱子2,瓦爾哈拉武器箱子 X1,收費機會箱子(50 ~ 150)
2212,彩虹島皇家箱子2,舞動的白狐服裝兌換券 X1,收費機會箱子(50 ~ 150)
2213,彩虹島皇家箱子2,發光的穆亞香草寶石 X1,收費機會箱子(50 ~ 150)
2214,彩虹島皇家箱子2,發光的穆亞薄荷寶石 X1,收費機會箱子(50 ~ 150)
2215,彩虹島皇家箱子2,刻有月亮的刻印石 X5,收費機會箱子(50 ~ 150)
2216,彩虹島皇家箱子2,實用[上]精通技能學習書 X1,收費機會箱子(50 ~ 150)
2217,彩虹島皇家箱子2,經驗值秘藥500% X1,收費機會箱子(50 ~ 150)
2218,彩虹島皇家箱子2,熟練者委託魚桶 X1,收費機會箱子(50 ~ 150)
2219,彩虹島皇家箱子2,組合妙藥 X3,收費機會箱子(50 ~ 150)
2220,彩虹島皇家箱子2,高階超級鑲嵌拼圖 X2,收費機會箱子(50 ~ 150)
2221,彩虹島皇家箱子2,鑲嵌妙藥 X2,收費機會箱子(50 ~ 150)
2222,彩虹島皇家箱子2,高級暢快可樂 X30,收費機會箱子(50 ~ 150)
2223,彩虹島皇家箱子2,王者攻擊力秘藥 X3,收費機會箱子(50 ~ 150)
2224,彩虹島皇家箱子2,王者經驗值秘藥 X3,收費機會箱子(50 ~ 150)
2225,彩虹島皇家箱子2,發亮的暴風藥水 X10,收費機會箱子(50 ~ 150)
2226,彩虹島皇家箱子2,糖漿組合兌換券 X1,收費機會箱子(50 ~ 150)
2227,奔跑的藥水,,天天開心特殊藥水：物理爆擊傷害增加10%
2228,奔跑的藥水,,天天開心特殊藥水：爆擊率增加1%
2229,奔跑的藥水,,天天開心特殊藥水：HP +500
2230,奔跑的藥水,,天天開心特殊藥水：SP +500
2231,奔跑的藥水,,天天開心特殊藥水：道具掉落率10%
2232,奔跑的藥水,,天天開心特殊藥水：物理/魔法最大傷害20%
2233,奔跑的藥水,,天天開心特殊藥水：物理/魔法最小傷害20%
2234,奔跑的藥水,,天天開心特殊藥水：幸運 +50
2235,奔跑的藥水,,天天開心特殊藥水：體力 +50
2236,奔跑的藥水,,天天開心特殊藥水：移動速度 +20%
2237,奔跑的藥水,,天天開心特殊藥水：防禦力 +2000
2238,瓦爾哈拉武器箱子,瓦爾哈拉長槍 X1,
2239,瓦爾哈拉武器箱子,瓦爾哈拉雙手劍 X1,
2240,瓦爾哈拉武器箱子,瓦爾哈拉雙劍 X1,
2241,瓦爾哈拉武器箱子,瓦爾哈拉單手劍 X1,
2242,瓦爾哈拉武器箱子,瓦爾哈拉戰錘 X1,
2243,瓦爾哈拉武器箱子,瓦爾哈拉刺手 X1,
