ID,怪物名稱,怪物類型(?),怪物名稱顯示,HP血條顯示,影子顯示,BOSS血條數
810002027,風之鏽蝕的軀殼,6,1,1,1,1
810002028,風之魔爪,6,1,1,1,1
810002029,風之雜技團,6,1,1,1,1
810002030,風之奧列佛雕像,6,1,1,1,1
810002031,風之盜賊團,6,1,1,1,1
810002032,高階2類魔爪死亡後消滅出現的演出召喚,1,0,0,0,1
810002033,混沌箱子,1,0,1,0,1
810002034,深海稻草人,1,0,0,0,1
810002035,深海鏽蝕的軀殼,6,1,1,1,1
810002036,深海小石頭,6,0,0,0,1
810002037,深海魔爪,6,1,1,1,1
810002038,深海黃土,1,1,0,1,1
810002039,深海箱子,1,1,1,1,1
810002040,高階1類開始怪物,1,0,0,0,1
810002041,高階1類天空透明1,1,0,0,0,1
810002042,高階1類天空透明1 -> 怪物召喚A,1,0,0,0,1
810002043,土之魔爪,6,1,1,1,1
810002044,高階1類怪物召喚A -> 怪物召喚B,1,0,0,0,1
810002045,土之鏽蝕的軀殼,6,1,1,1,1
810002046,高階1類怪物召喚B -> 怪物召喚C,1,0,0,0,1
810002047,土之崩壞的靈魂,6,1,1,1,1
810002048,高階1類怪物召喚C -> 消滅尼奧爾德演出召喚,1,0,0,0,1
810002049,土之青影忍者,6,1,1,1,1
810002050,土之赤影忍者,6,1,1,1,1
810002051,土之紫影忍者,6,1,1,1,1
810002052,土之青巾盜賊,1,1,1,1,1
810002053,土之紫巾盜賊,1,1,1,1,1
810002054,土之黑巾盜賊,1,1,1,1,1
810002055,土之無形者,6,1,1,1,1
810002056,土之死靈使者,6,1,1,1,1
810002057,土之貞德,6,1,1,1,1
810002058,消滅高階1類出現召喚,1,0,0,0,1
810002059,高階開始1類召喚和召喚無敵,1,0,0,0,1
810002060,高階開始2類召喚和召喚無敵,1,0,0,0,1
810002061,高階開始3類召喚和召喚無敵,1,0,0,0,1
810002062,召喚尼奧爾德出現,1,0,0,0,1
810002063,風之雪爾奇,6,1,1,1,1
810002064,風之雪女,1,1,1,1,1
810002065,風之刺殺者,1,1,1,1,1
810002066,風之殭屍,6,1,1,1,1
810002067,風之人魚公主,6,1,1,1,1
810002068,風之河豚,6,1,1,1,1
810002069,風之不可殺伊,6,1,1,1,1
810002070,風之莫迪,6,1,1,1,1
810002071,風之蟻后,1,1,1,1,1
810002072,風之螞蟻士兵,1,1,1,1,1
810002073,風之海螺公主,1,1,1,1,1
810002074,風之九尾狐,1,1,1,1,1
810002075,蠶繭1,6,0,0,0,1
810002076,蠶繭2,6,0,0,0,1
810002077,蠶繭3,6,0,0,0,1
810002078,水晶蠶繭1,6,0,0,0,1
810002079,水晶蠶繭2,6,0,0,0,1
810002080,水晶蠶繭3,6,0,0,0,1
810002081,-,6,0,0,0,1
810002082,彩虹島世界寶箱,1,0,0,1,1
810002083,彩虹島世界寶箱,1,0,0,1,1
810002084,彩虹島世界遊樂園海豚姑娘,1,1,1,1,1
810002085,彩虹島世界遊樂園人魚公主,6,1,1,1,1
810002086,彩虹島世界恐怖無瞳氣球鬼,6,1,1,1,1
810002087,彩虹島世界恐怖無瞳氣球鬼,6,1,1,1,1
810002088,彩虹島世界恐怖醬缸怪,6,1,1,1,1
810002089,彩虹島世界恐怖幽靈狼人,6,1,1,1,1
810002090,彩虹島世界恐怖幽靈狼人,6,1,1,1,1
810002091,彩虹島世界恐怖紅蓮,6,1,1,1,1
810002092,彩虹島世界恐怖死靈使者,6,1,1,1,1
810002093,彩虹島世界恐怖死靈使者,6,1,1,1,1
810002094,彩虹島世界恐怖電鋸狂人,1,1,1,1,1
810002095,彩虹島世界恐怖亡靈巫師,1,1,1,1,1
810002096,彩虹島世界恐怖妖怪,1,1,1,0,1
810002097,彩虹島世界恐怖妖怪,1,1,1,0,1
810002098,彩虹島世界GM莫迪,6,1,1,1,1
810002099,彩虹島世界礦場星之守護者,6,1,1,0,1
810002100,奇妙的礦石,1,1,1,1,1
810002101,彩虹島世界GM莫迪透明增益效果怪物,1,1,1,0,1
810002102,狂亂的崩壞的靈魂,6,1,1,1,1
810002103,狂亂的白巾盜賊,6,1,1,1,1
810002104,狂亂的舞扇忍者,6,1,1,1,1
812010344,海樂妮,2,1,0,1,1
812010345,惠宗,2,1,0,1,1
812010346,雷比,2,1,0,1,1
812010347,雷比,2,1,0,1,1
812010348,雷比,2,1,0,1,1
812010349,雷比,2,1,0,1,1
812010350,雷比,2,1,0,1,1
812010351,雷比,2,1,0,1,1
812010352,腳踏車奉春植,2,1,1,1,1
812010353,肥肥奉春植,2,1,1,1,1
812010354,肥肥奉春植,2,1,1,1,1
810002105,副本通知,6,1,1,1,1
810002106,尼奧爾德上面的手死亡後擊殺召喚怪,1,0,0,0,1
810002107,尼奧爾德左邊棕樹爺爺召喚怪,1,0,0,0,1
810002108,尼奧爾德第一個手臂死亡後棕樹爺爺,1,0,0,0,1
810002109,尼奧爾德棕樹爺爺遲延,1,0,0,0,1
810002110,尼奧爾德內側死亡後擊殺召喚怪,1,0,0,0,1
810002111,尼奧爾德左邊魔爪召喚怪,1,0,0,0,1
810002112,尼奧爾德2號手臂死亡後魔爪,6,0,0,0,1
810002113,尼奧爾德棕樹爺爺遲延,1,0,0,0,1
810002114,消滅低階1類尼奧爾德副本低階開始土堆後5號,1,0,0,0,1
810002115,海洋匹諾曹,1,1,1,1,1
810002116,海洋神官,6,1,1,1,1
810002117,海洋槍兵,6,1,1,1,1
810002118,消滅低階1類尼奧爾德副本低階開始土堆後5號,1,0,0,0,1
810002119,海洋諾爾,6,1,1,1,1
810002120,海洋棕熊,6,1,1,1,1
810002121,海洋飛馬,6,1,1,1,1
810002122,海洋游擊指揮官,6,1,1,1,1
810002123,海洋箱子,1,0,0,0,1
812010355,雷比,2,1,0,1,1
812010356,雷比,2,1,0,1,1
812010357,雷比,2,1,0,1,1
812010358,雷比,2,1,0,1,1
812010359,雷比,2,1,0,1,1
812010360,雷比,2,1,0,1,1
810002124,妖娘娘,6,1,1,1,1
810002125,飢餓諾爾,6,1,1,1,1
810002126,強悍諾爾,6,1,1,1,1
810002127,露菲寶寶,6,1,1,1,1
810002128,沒有主人的騎士,6,1,1,1,1
810002129,獨角巨頭怪,6,1,1,1,1
810002130,華麗醬缸怪,6,1,1,1,1
810002131,流星錘巨人,6,1,1,1,1
810002132,復仇女妖,6,1,1,1,1
810002133,機器娃娃,6,1,1,1,1
810002134,勾魂者,6,1,1,1,1
810002135,少女人蔘,6,1,1,1,1
810002136,[活動] 書妖,6,1,1,1,1
810002137,[活動] 書蟲,6,1,1,1,1
810002138,[活動] 故事幽靈,6,1,1,1,1
810002139,[活動] 木乃伊機器怪,6,1,1,1,1
810002140,[活動] 書矮靈,6,1,1,1,1
810002141,[活動] 狂怒戰士,6,1,1,1,1
812010361,莉茲,2,0,0,0,1
812010362,莉茲,2,0,0,0,1
812010363,莉茲,2,0,0,0,1
812010364,莉茲,2,0,0,0,1
812010365,莉茲,2,0,0,0,1
812010366,佩爾,2,0,0,0,1
810002142,[活動] 狂怒戰士透明增益效果怪物,1,1,1,0,1
810002143,老虎拳大師,6,1,1,1,1
812010367,海樂妮,2,1,0,1,1
815100022,-,4,1,0,1,1
815000550,-,4,1,1,1,1
815000551,-,4,1,1,1,1
810002144,-,6,0,0,0,1
810002145,-,6,0,0,0,1
812010368,金花,2,1,0,1,1
810002146,無瞳氣球鬼,6,1,1,1,1
810002147,蛇龍初級獎勵箱子1級,1,0,1,1,1
810002148,幽靈狼人,6,1,1,1,1
810002149,紅蓮,6,1,1,1,1
812010369,傑利,2,1,0,1,1
810002150,陰森流星錘巨人,6,1,1,1,1
810002151,陰森少女人蔘,6,1,1,1,1
810002152,陰森機器娃娃,6,1,1,1,1
810002153,陰森華麗醬缸怪,6,1,1,1,1
812010370,-,2,1,0,1,1
810002154,萬聖節南瓜王,1,1,1,0,1
810002155,萬聖節傑克,6,1,1,1,1
810002156,萬聖節嗚呼呼呼,1,1,1,0,1
810002157,萬聖節搗蛋鬼,1,1,1,0,1
812010371,傑利,2,1,0,1,1
810002158,艾爾梅,6,0,0,0,99
810002159,艾溫,6,1,1,1,1
810002160,代理人安迪,6,1,1,1,1
810002161,代理人喬伊,6,1,1,1,1
810002162,代理人尼歐,6,1,1,1,1
810002163,代理人吉爾,6,1,1,1,1
810002164,代理人修巴爾茲2,6,1,1,1,1
810002165,P - 霏霏布拉登,6,1,1,1,1
810002166,P - 赤眼軍官殘,6,1,1,1,1
810002167,P - 閃電波司,6,1,1,1,1
810002168,P - 機甲戰士高特斯,6,1,1,1,1
810002169,裝甲霏霏,6,1,1,1,1
810002170,赤眼軍官改,6,1,1,1,1
810002171,閃電舞者,6,1,1,1,1
810002172,機甲戰士梅依登,6,1,1,1,1
810002173,代理人修巴爾茲,6,1,1,1,1
810002174,-,6,0,0,0,1
810002175,-,6,0,0,0,1
810002176,-,6,0,0,0,1
810002177,-,6,0,0,0,1
810002178,-,6,0,0,0,1
810002179,-,6,0,0,0,1
810002180,移動用怪物,1,0,0,0,1
810002181,移動用怪物,1,0,0,0,1
810002182,移動用怪物,1,0,0,0,1
810002183,裝甲霏霏,6,1,1,1,1
810002184,機甲戰士梅依登,6,1,1,1,1
810002185,調查團操控師,6,1,1,1,1
810002186,調查團工程師,6,1,1,1,1
810002187,赤眼軍官改,6,1,1,1,1
810002188,閃電舞者,6,1,1,1,1
810002189,電波地雷,6,1,0,1,1
810002190,改造過的波茲,6,1,1,1,1
810002191,改造過的可愛機器人,6,1,1,1,1
810002192,改造過的帝亞歐,1,1,1,1,1
810002193,電磁對空砲,6,1,1,1,1
810002194,SMG,1,1,1,1,1
810002195,代理人修巴爾茲,6,1,1,1,1
810002196,艾溫,6,1,1,1,1
810002197,養花,6,0,0,1,1
810002198,狗狗,1,0,0,0,1
810002199,貓,1,0,0,0,1
810002200,松鼠,1,0,0,0,1
810002201,咕咕雞,1,0,0,0,1
810002202,水瓶座,1,0,0,0,1
810002203,雙魚座,1,0,0,0,1
810002204,牡羊座,1,0,0,0,1
810002205,金牛座,1,0,0,0,1
810002206,雙子座,1,0,0,0,1
810002207,巨蟹座,1,0,0,0,1
810002208,獅子座,1,0,0,0,1
810002209,處女座,1,0,0,0,1
810002210,天秤座,1,0,0,0,1
810002211,天蠍座,1,0,0,0,1
810002212,射手座,1,0,0,0,1
810002213,摩羯座,1,0,0,0,1
810002214,自動販賣機,6,0,0,1,1
810002215,自動販賣機,6,0,0,1,1
810002216,自動販賣機,6,0,0,1,1
810002217,自動販賣機,6,0,0,1,1
810002218,投錢,1,1,0,1,1
810002219,難搞的自動販賣機,6,1,0,1,1
810002220,難搞的自動販賣機,6,1,0,1,1
810002221,難搞的自動販賣機,6,1,0,1,1
810002222,難搞的自動販賣機,6,1,0,1,1
810002223,可愛機器戰士,6,1,1,1,1
810002224,帝亞歐戰士,1,1,1,1,1
810002225,波茲戰士,6,1,1,1,1
810002226,搜查代理人,6,1,1,1,1
810002227,透明怪物(暗號模式掉落),1,0,0,0,1
810002228,艾爾梅,6,1,1,1,1
810002229,代理人安迪,6,1,1,1,1
810002230,代理人喬伊,6,1,1,1,1
810002231,代理人尼歐,6,1,1,1,1
810002232,赤眼軍官殘,6,1,1,1,1
810002233,機甲戰士高特斯,6,1,1,1,1
810002234,閃電波司,6,1,1,1,1
810002235,霏霏布拉登,6,1,1,1,1
810002236,赤眼軍官改召喚怪物,1,0,0,0,1
810002237,召喚機甲戰士高特斯,1,0,0,0,1
810002238,召喚閃電波司,1,0,0,0,1
810002239,召喚霏霏布拉登,1,0,0,0,1
810002240,舊型機甲戰士,6,1,1,1,1
810002241,舊型赤眼軍官,6,1,1,1,1
810002242,舊型霏霏,6,1,1,1,1
810002243,舊型閃電,6,1,1,1,1
810002244,黃花,6,0,0,0,1
810002245,鬱金香,6,0,0,0,1
810002246,粉紅花,6,0,0,0,1
810002247,蒲公英,6,0,0,0,1
810002248,花椰菜,6,0,0,0,1
810002249,艾溫,6,1,1,1,1
810002250,代理人安迪,6,1,1,1,1
810002251,代理人喬伊,6,1,1,1,1
810002252,代理人尼歐,6,1,1,1,1
810002253,代理人吉爾,6,1,1,1,1
810002254,霏霏布拉登,6,1,1,1,1
810002255,赤眼軍官殘,6,1,1,1,1
810002256,機甲戰士高特斯,6,1,1,1,1
810002257,代理人修巴爾茲2,6,1,1,1,1
810002258,保護之心,6,1,1,0,1
810002259,恢復之心,6,1,1,0,1
810002260,防禦之心,6,1,1,0,1
810002261,力量之心,6,1,1,0,1
810002262,-,6,1,1,0,1
810002263,大王哥布林,1,0,0,0,1
810002264,霏霏布拉登,6,1,1,1,1
810002265,赤眼軍官殘,6,1,1,1,1
810002266,艾爾梅,6,0,0,0,1
810002267,傑卡,6,0,0,1,1
810002268,傑卡,6,0,0,1,1
810002269,傑卡,6,0,0,1,1
810002270,傑卡,6,0,0,1,1
810002271,傑卡,6,0,0,1,1
810002272,高速型可愛機器人,6,1,1,1,1
812010372,米勒,2,1,0,1,1
812010373,拉姆亞,2,1,0,1,1
812010374,艾妮斯,2,1,0,1,1
812010375,艾爾梅,2,1,0,1,1
812010376,艾溫,2,1,0,1,1
810002273,卡特,6,1,1,1,1
810002274,貝特,6,1,1,1,1
810002275,艾爾梅射擊型,6,1,1,1,1
810002276,艾爾梅襲擊型,6,1,1,1,1
810002277,巡邏代理人,6,1,1,1,1
810002278,透明怪物1,1,0,0,0,1
810002279,透明怪物2,1,0,0,0,1
810002280,透明怪物3,1,0,0,0,1
810002281,代理人安迪,6,1,1,1,1
810002282,代理人喬伊,6,1,1,1,1
810002283,代理人尼歐,6,1,1,1,1
815100023,-,4,1,0,0,1
815000552,-,4,1,1,1,1
815000553,-,4,1,1,1,1
815100024,-,4,1,0,0,1
815000554,-,4,1,1,1,1
815000555,-,4,1,1,1,1
815100025,-,4,1,0,0,1
815000556,-,4,1,1,1,1
815000557,-,4,1,1,1,1
815100026,-,4,1,0,0,1
815000558,-,4,1,1,1,1
815000559,-,4,1,1,1,1
810002284,對空飛彈,6,1,1,1,1
810002285,電波地雷,6,1,1,1,1
812010377,普拉蒂娜,2,0,0,1,1
812010378,普拉蒂娜,2,0,0,1,1
812010379,普拉蒂娜,2,0,0,1,1
812010380,冰女,2,1,0,1,1
810002286,-,6,0,0,0,1
810002287,-,6,0,0,0,1
810002288,代理人吉爾,6,1,1,1,1
812010381,愛麗絲,2,1,0,1,1
812010382,雷比,2,1,0,1,1
812010383,雷比,2,1,0,1,1
812010384,雷比,2,1,0,1,1
810002289,聖誕醜頭怪,1,1,1,1,1
810002290,聖誕耶比妹妹,1,1,1,1,1
810002291,雪地裡的滑雪清道夫,6,1,1,1,1
810002292,雪地裡的企鵝紳士,6,1,1,1,1
810002293,怪物之心,1,1,1,0,1
810002294,艾溫,6,1,1,1,1
810002295,零機熊,6,1,1,1,1
810002296,無線機器,1,1,1,1,1
810002297,代理人尼歐,6,1,1,1,1
810002298,mk5,6,1,1,1,1
810002299,震雷卡伊,6,1,1,1,1
810002300,絕對零度,6,1,1,1,1
810002301,機器耶比,1,1,1,1,1
810002302,紅血球醫生,1,1,1,1,1
810002303,彩虹島世界滑雪清道夫,6,1,1,1,1
810002304,彩虹島世界企鵝紳士,6,1,1,1,1
810002305,彩虹島世界雪女,1,1,1,1,1
810002306,彩虹島世界雪爾奇,6,1,1,1,1
810002307,彩虹島世界牛魔王,1,1,1,1,1
810002308,土堆A,1,0,0,0,1
810002309,土堆B,1,0,0,0,1
810002310,土堆C,1,0,0,0,1
810002311,寶箱怪,1,0,0,1,1
812010385,腳踏車奉春植,2,1,1,1,1
812010386,肥肥奉春植,2,1,1,1,1
812010387,肥肥奉春植,2,1,1,1,1
810002312,-,6,0,1,0,1
810002313,霏霏布拉登,6,1,1,1,1
810002314,暴走的赤眼軍官,6,1,1,1,1
810002315,沉重之心,6,1,1,0,1
810002316,恢復之心,6,1,1,0,1
810002317,大炮140,6,0,1,1,1
810002318,大炮140,6,0,1,1,1
810002319,召喚之心,6,1,1,0,1
810002320,道具,1,0,0,1,1
810002321,沉重之心,6,1,1,0,1
810002322,防禦之心,6,1,1,0,1
810002323,-,1,0,0,0,1
810002324,毀滅者代理人,6,1,1,1,1
810002325,毀滅者代理人,6,1,1,1,1
810002326,毀滅者代理人,6,1,1,1,1
810002327,毀滅者代理人,6,1,1,1,1
810002328,地雷,6,0,0,0,1
810002329,護衛隊之心,6,1,1,0,1
810002330,艾爾梅護衛隊,6,1,1,1,1
810002331,測試用召喚黑月公主,6,1,1,1,1
810002337,火花尾巴奧比亞,6,1,1,1,1
810002338,野狼小妞,6,1,1,1,1
810002334,人面獅身寶寶,6,1,1,1,1
815100027,-,4,1,0,0,1
815000560,-,4,1,1,1,1
815000561,-,4,1,1,1,1
812010388,科洛安,2,1,0,1,1
812010389,情人,2,1,0,1,1
812010390,比昂卡,2,1,0,1,1
810002339,竹偶,6,1,1,1,1
810002340,幹部耶比妹妹,6,0,0,0,1
810002341,幹部兵蟻王,6,1,1,1,1
810002342,幹部冰霜巨人,6,1,1,1,1
810002343,幹部金剛巨人,6,1,1,1,1
810002344,幹部人魚公主,6,1,1,1,1
810002345,幹部沃革女士畫像,6,1,1,0,1
810002346,幹部受詛咒的植,6,1,1,1,1
810002347,幹部艾溫,6,1,1,1,1
810002348,突擊組河豚,6,1,1,1,1
810002349,突擊組亡靈巫師,1,1,1,1,1
810002350,突擊組受詛咒的奉,1,1,1,1,1
810002351,突擊組代理人安迪,6,1,1,1,1
810002352,幹部人面獅身,6,1,1,1,1
810002353,幹部玄武,6,1,1,1,1
810002354,幹部魯茲曼,6,1,1,0,1
810002355,幹部提修斯,6,1,1,0,1
810002356,幹部歐備倫＆泰翼娜,6,1,1,1,1
810002357,幹部無形者,6,1,1,1,1
810002358,幹部皮悠樂,6,1,1,1,1
810002359,幹部芙尼克斯,6,1,1,1,1
810002360,突擊組胡桃鉗,1,1,1,1,1
810002361,突擊組透明人,6,1,1,1,1
810002362,突擊組精英游擊兵,6,1,1,1,1
810002363,突擊組貞德,6,1,1,1,1
810002364,M.D,6,0,0,0,1
810002365,M.D,6,1,1,1,50
810002366,M.D,6,0,0,0,1
810002403,M.D,6,1,1,1,50
810002367,偵察組狄洛哈,6,1,1,1,1
810002368,偵察組桿狀大病毒,1,1,1,1,1
810002369,偵察組強盜狼,1,1,1,1,1
810002370,偵察組螞蟻士兵,1,1,1,1,1
810002371,偵察組震雷卡伊,6,1,1,1,1
810002372,偵察組黑桃5,1,1,1,1,1
810002373,偵察組司戴高,1,1,1,1,1
810002374,偵察組飛艇砲兵,6,1,1,1,1
810002375,偵察組中份套餐怪,1,1,1,1,1
810002376,偵察組風之冥王神官,6,1,1,1,1
810002377,大幹部冰魔卡妙,6,1,1,0,1
810002378,酒館中間休息,6,1,1,1,1
810002333,珍珠女霸王,1,1,1,1,1
810002332,埋設2,6,0,0,0,1
810002379,礦石結晶1,1,0,0,0,1
810002380,棕樹伯伯,1,1,1,1,1
810002381,匹諾曹,1,1,1,1,1
810002382,塔嵐鬥斯,6,1,1,1,1
810002383,雪麗絲搭,6,1,1,1,1
810002384,奧勒昆,6,1,1,1,1
810002385,冰魔卡妙召喚用透明消滅傢伙,1,0,0,0,1
810002386,冰魔卡妙召喚用透明,1,0,0,0,1
810002387,2類召喚透明人魚公主,1,0,0,0,1
810002388,2類召喚透明沃革女士畫像,1,0,0,0,1
810002389,2類召喚透明奉奉春植,1,0,0,0,1
810002390,2類召喚透明艾溫,1,0,0,0,1
810002391,4類召喚透明歐備倫,1,0,0,0,1
810002392,4類召喚透明無形者,1,0,0,0,1
810002393,4類召喚透明帝國騎士隊長,1,0,0,0,1
810002394,4類召喚透明芙尼克斯,1,0,0,0,1
810002395,召喚MD至中央(配置),1,0,0,0,1
810002396,召喚MD至中央後將其消滅,1,0,0,0,1
810002397,2類4種高階怪物之一,1,0,0,0,1
810002398,2類召喚BOSS,1,0,0,0,1
810002399,3類2位召喚用,1,0,0,0,1
810002400,4類召喚用,1,0,0,0,1
810002401,4類2位召喚用,1,0,0,0,1
810002402,-,6,0,0,0,1
812010391,夏拉亞賽蘿,2,1,1,1,1
812010392,德尼歐,2,1,0,1,1
812010393,冰女,2,1,0,1,1
812010394,美琳,2,1,0,1,1
812010395,夏奴伊,2,1,0,1,1
812010396,拉瓦爾,2,1,0,1,1
812010397,亞瑟絲,2,1,0,1,1
812010398,伊克納特,2,1,0,1,1
812010399,瓊基恩,2,1,0,1,1
812010400,寶尼,2,1,1,1,1
810002404,妨礙作戰莫迪,6,1,1,1,1
810002405,妨礙作戰謎樣男,6,1,1,1,1
810002406,妨礙作戰機器娃娃,6,1,1,1,1
810002407,愛吃醋海之星,1,1,1,1,1
810002408,愛吃醋河豚,6,1,1,1,1
810002409,愛吃醋珊瑚獸,1,1,1,1,1
810002410,愛吃醋人魚公主,6,1,1,1,1
810002411,寶箱,1,0,0,1,1
810002412,好康凍凍,1,1,1,1,1
810002413,好康血腥,1,1,1,1,1
810002414,蘑菇君,1,1,0,0,1
810002415,刺蝟君,1,1,0,0,1
810002416,蘑菇君,1,1,0,0,1
810002417,刺蝟君,1,1,0,0,1
810002418,蘑菇君,1,1,0,0,1
810002419,刺蝟君,1,1,0,0,1
810002420,墜落傳送門,1,0,0,0,1
810002421,BOSS房突刺,1,0,0,0,1
810002422,下水道口,1,0,0,0,1
810002423,下水道口,1,0,0,0,1
810002424,大炮炮彈,1,1,0,0,1
810002425,墜落傳送門,1,0,0,0,1
810002426,墜落傳送門,1,0,0,0,1
810002427,超級瑪琍3捕捉炮彈的陷阱,1,0,0,0,1
815100029,-,4,1,0,0,1
815000564,-,4,1,1,1,1
815000565,-,4,1,1,1,1
815100030,-,4,1,0,0,1
815000566,-,4,1,1,1,1
815000567,-,4,1,1,1,1
815100031,-,4,1,0,0,1
815000568,-,4,1,1,1,1
815000569,-,4,1,1,1,1
810002428,醜頭怪,1,1,0,0,1
810002429,博物館故事精靈,6,1,1,1,1
810002430,博物館木乃伊機器怪,6,1,1,1,1
810002431,博物館管理員,6,1,1,1,1
810002432,博物館黃甲衛兵,6,1,1,1,1
810002433,博物館綠凍凍,1,1,1,1,1
810002434,博物館大王哥布林,1,1,1,1,1
810002435,博物館龍之神女,1,1,1,1,1
810002436,博物館龍之神官,6,1,1,1,1
810002437,博物館貞德,6,1,1,1,1
810002438,博物館崩壞的靈魂,6,1,1,1,1
810002439,博物館魔王的魔爪,6,1,1,1,1
810002440,博物館鏽蝕的軀殼,6,1,1,1,1
812010401,莉茲,2,0,0,0,1
812010402,綠色可央,2,0,0,1,1
812010403,柯賽兒,2,1,0,1,1
812010404,佩爾,2,0,0,0,1
810002441,鏽蝕的軀殼召喚陷阱1使用x,6,0,0,0,1
810002442,鏽蝕的軀殼召喚陷阱2,6,0,0,0,1
810002443,鏽蝕的軀殼召喚陷阱3,6,0,0,0,1
810002444,DS-SL1,6,1,1,1,1
810002445,-,6,0,0,0,1
810002446,-,6,0,0,0,1
810002447,-,6,0,0,0,1
810002448,-,6,0,0,0,1
810002449,-,6,0,0,0,1
810002450,-,6,0,0,0,1
810002452,博物館砲兵,6,1,1,1,1
810002453,博物館特攻隊,6,1,1,1,1
810002454,博物館花蛇,1,1,1,1,1
810002455,博物館螳螂怪,1,1,1,1,1
810002456,博物館石灰神龍,1,1,1,1,1
810002457,博物館神龍,1,1,1,1,1
810002458,博物館亡靈巫師,1,1,1,1,1
810002459,博物館忍者,1,1,1,1,1
810002460,道具,1,0,0,1,1
810002461,道具,1,0,0,1,1
810002462,道具,1,0,0,1,1
810002463,道具,1,0,0,1,1
810002464,偷溜進來的耶比哥哥,6,1,1,1,1
810002465,偷溜進來的刺殺者,1,1,1,1,1
810002466,-,1,0,1,1,1
810002467,偷溜進來的狐狸巡邏兵武士,6,1,1,1,1
810002468,偷溜進來的鷹身女妖,1,1,1,1,1
810002469,-,1,0,1,1,1
810002470,偷溜進來的紅心,1,1,1,1,1
810002471,偷溜進來的森林銀金剛,1,1,1,1,1
810002472,-,1,0,1,1,1
810002473,偷溜進來的跳棋騎士,1,1,1,1,1
810002474,偷溜進來的羅基,6,1,1,1,1
810002475,-,1,0,1,1,1
810002476,[活動] 殭屍船員,1,1,1,1,1
810002477,[活動] 骷髏船員,1,1,1,1,1
810002478,[活動] 靈魂收割者,1,1,1,0,1
810002479,[活動] 強尼船長,1,1,1,1,1
810002480,[活動] 神秘小矮人礦工,6,1,1,0,1
810002481,[活動] 莫迪,6,1,1,1,1
810002482,[活動] 蘑菇君,1,1,0,0,1
810002483,[活動] 超級瑪琍刺蝟,1,1,0,0,1
810002484,[活動] 超級瑪琍砲彈,1,1,0,0,1
810002485,黃金箱子,1,1,0,0,1
810002486,-,1,0,0,0,1
812010405,德雷歐,2,1,0,1,1
812010406,沃參NPC,2,1,1,1,1
812010407,傑利,2,1,0,1,1
812010408,冰女,2,1,0,1,1
812010409,夏拉亞賽蘿,2,1,1,1,1
812010410,夏拉亞賽蘿,2,1,1,1,1
812010411,夏拉亞賽蘿,2,1,1,1,1
810002487,-,6,0,0,0,1
810002488,-,6,0,0,0,1
810002489,-,6,0,0,0,1
810002490,-,6,0,0,0,1
810002491,-,6,0,0,0,1
810002492,-,6,0,0,0,1
810002493,-,6,0,0,0,1
810002494,-,6,0,0,0,1
810002495,-,6,0,0,0,1
810002496,-,6,0,0,0,1
810002497,-,6,0,0,0,1
810002498,-,6,0,0,0,1
810002499,-,6,0,0,0,1
810002500,-,6,0,0,0,1
810002501,-,6,0,0,0,1
810002502,-,6,0,0,0,1
810002503,-,6,0,0,0,1
810002504,-,6,0,0,0,1
810002505,-,6,0,0,0,1
810002506,-,6,0,0,0,1
810002507,-,6,0,0,0,1
810002508,-,6,0,0,0,1
810002509,-,6,0,0,0,1
810002510,-,6,0,0,0,1
810002511,-,6,0,0,0,1
810002512,-,6,0,0,0,1
810002513,-,6,0,0,0,1
810002514,-,6,0,0,0,1
810002515,-,6,0,0,0,1
810002516,-,6,0,0,0,1
810002517,-,6,0,0,0,1
810002518,DS-SL1,6,1,1,1,1
810002519,DS-SL1,6,1,1,1,1
810002520,DS-SL1,6,1,1,1,1
810002521,DS-SL1,6,1,1,1,1
810002522,DS-SL1,6,1,1,1,1
810002523,DS-SL1,6,1,1,1,1
810002524,DS-SL1,6,1,1,1,1
810002525,DS-SL1,6,1,1,1,1
810002526,DS-SL1,6,1,1,1,1
810002527,DS-SL1,6,1,1,1,1
810002528,-,6,0,0,0,1
810002529,-,6,0,0,0,1
810002530,-,6,0,0,0,1
810002531,-,6,0,0,0,1
810002532,-,6,0,0,0,1
810002533,尼奧爾德攻擊陷阱下方兩側,6,0,0,0,1
810002534,尼奧爾德攻擊陷阱上方兩側,6,0,0,0,1
810002535,尼奧爾德攻擊陷阱上下兩側,6,0,0,0,1
810002536,尼奧爾德,6,1,1,1,1
810002537,尼奧爾德左邊,6,0,0,0,1
810002538,尼奧爾德右邊,6,0,0,0,1
810002539,[活動] 超級瑪琍砲彈,1,1,0,0,1
810002540,道具,1,0,0,1,1
810002541,-,1,0,0,0,1
810002542,-,1,0,0,0,1
810002543,-,1,0,0,0,1
810002544,-,1,0,0,0,1
810002545,-,1,0,0,0,1
810002546,-,1,0,0,0,1
815100032,-,4,1,0,0,1
815000570,-,4,1,1,1,1
815000571,-,4,1,1,1,1
810002547,-,1,0,0,0,1
810002548,-,6,1,1,1,1
810002549,-,6,1,1,1,1
810002550,-,1,0,0,0,1
810002551,-,1,0,0,0,1
810002552,-,1,0,0,0,1
810002553,-,1,0,0,0,1
810002554,落伍的見習生,6,1,1,1,1
810002555,影子強盜,6,1,1,1,1
810002556,維多利亞,6,1,1,1,1
810002557,短劍少女,6,1,1,1,1
