ID,鑲嵌類型ID,鑲嵌屬性名稱,自然最小數值,自然最大數值,鑲嵌最小數值,鑲嵌最大數值,鑲嵌材料,最小耐久度消耗,最大耐久度消耗,概率補正,成功率(%),手續費
2265,20,Lv9 物理攻擊命中率 %+d％,14,19,2,4,鑲嵌拼圖 X1,5,15,10,95,68500
2266,20,Lv10 物理攻擊命中率 %+d％,17,22,3,4,鑲嵌拼圖 X1,5,15,10,95,89000
2267,20,Lv11 物理攻擊命中率 %+d％,21,21,3,4,鑲嵌拼圖 X1,5,15,-70,70,300000
2268,20,Lv12 物理攻擊命中率 %+d％,25,25,3,4,鑲嵌拼圖 X1,5,15,-70,60,500000
2269,20,Lv13 物理攻擊命中率 %+d％,28,29,4,5,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2270,20,Lv14 物理攻擊命中率 %+d％,31,33,4,5,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2271,20,Lv15 物理攻擊命中率 %+d％,35,38,6,7,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2272,20,Lv16 物理攻擊命中率 %+d％,39,43,6,7,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2273,20,Lv17 物理攻擊命中率 %+d％,44,49,7,8,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2274,20,Lv18 物理攻擊命中率 %+d％,49,55,7,8,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2275,20,Lv19 物理攻擊命中率 %+d％,55,62,8,9,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2276,20,Lv20 物理攻擊命中率 %+d％,61,69,8,9,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2277,21,Lv1 力量 %+d,2,3,2,4,鑲嵌拼圖 X1,5,15,10,95,1000
2278,21,Lv2 力量 %+d,3,6,2,4,鑲嵌拼圖 X1,5,15,10,95,2500
2279,21,Lv3 力量 %+d,4,9,2,4,鑲嵌拼圖 X1,5,15,10,95,5000
2280,21,Lv4 力量 %+d,5,13,2,5,鑲嵌拼圖 X1,5,15,10,95,8000
2281,21,Lv5 力量 %+d,7,17,3,5,鑲嵌拼圖 X1,5,15,10,95,12000
2282,21,Lv6 力量 %+d,9,21,3,6,鑲嵌拼圖 X1,5,15,10,95,18000
2283,21,Lv7 力量 %+d,11,26,3,6,鑲嵌拼圖 X1,5,15,10,95,27000
2284,21,Lv8 力量 %+d,12,31,3,7,鑲嵌拼圖 X1,5,15,10,95,55000
2285,21,Lv9 力量 %+d,15,37,4,8,鑲嵌拼圖 X1,5,15,10,95,68500
2286,21,Lv10 力量 %+d,17,43,4,9,鑲嵌拼圖 X1,5,15,10,95,89000
2287,21,Lv11 力量 %+d,33,45,5,11,鑲嵌拼圖 X1,5,15,-70,70,300000
2288,21,Lv12 力量 %+d,39,54,6,14,鑲嵌拼圖 X1,5,15,-70,60,500000
2289,21,Lv13 力量 %+d,48,74,12,25,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2290,21,Lv14 力量 %+d,68,122,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2291,21,Lv15 力量 %+d,90,170,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2292,21,Lv16 力量 %+d,114,218,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2293,21,Lv17 力量 %+d,141,266,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2294,21,Lv18 力量 %+d,170,314,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2295,21,Lv19 力量 %+d,202,362,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2296,21,Lv20 力量 %+d,236,410,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2297,21,Lv1 幸運 %+d,2,3,2,4,鑲嵌拼圖 X1,5,15,10,95,1000
2298,21,Lv2 幸運 %+d,3,6,2,4,鑲嵌拼圖 X1,5,15,10,95,2500
2299,21,Lv3 幸運 %+d,4,9,2,4,鑲嵌拼圖 X1,5,15,10,95,5000
2300,21,Lv4 幸運 %+d,5,13,2,5,鑲嵌拼圖 X1,5,15,10,95,8000
2301,21,Lv5 幸運 %+d,7,17,3,5,鑲嵌拼圖 X1,5,15,10,95,12000
2302,21,Lv6 幸運 %+d,9,21,3,6,鑲嵌拼圖 X1,5,15,10,95,18000
2303,21,Lv7 幸運 %+d,11,26,3,6,鑲嵌拼圖 X1,5,15,10,95,27000
2304,21,Lv8 幸運 %+d,12,31,3,7,鑲嵌拼圖 X1,5,15,10,95,55000
2305,21,Lv9 幸運 %+d,15,37,4,8,鑲嵌拼圖 X1,5,15,10,95,68500
2306,21,Lv10 幸運 %+d,17,43,4,9,鑲嵌拼圖 X1,5,15,10,95,89000
2307,21,Lv11 幸運 %+d,33,45,5,11,鑲嵌拼圖 X1,5,15,-70,70,300000
2308,21,Lv12 幸運 %+d,39,54,6,14,鑲嵌拼圖 X1,5,15,-70,60,500000
2309,21,Lv13 幸運 %+d,48,74,12,25,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2310,21,Lv14 幸運 %+d,68,122,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2311,21,Lv15 幸運 %+d,90,170,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2312,21,Lv16 幸運 %+d,114,218,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2313,21,Lv17 幸運 %+d,141,266,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2314,21,Lv18 幸運 %+d,170,314,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2315,21,Lv19 幸運 %+d,202,362,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2316,21,Lv20 幸運 %+d,236,410,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2317,21,Lv1 魔力 %+d,2,3,2,4,鑲嵌拼圖 X1,5,15,10,95,1000
2318,21,Lv2 魔力 %+d,3,6,2,4,鑲嵌拼圖 X1,5,15,10,95,2500
2319,21,Lv3 魔力 %+d,4,9,2,4,鑲嵌拼圖 X1,5,15,10,95,5000
2320,21,Lv4 魔力 %+d,5,13,2,5,鑲嵌拼圖 X1,5,15,10,95,8000
2321,21,Lv5 魔力 %+d,7,17,3,5,鑲嵌拼圖 X1,5,15,10,95,12000
2322,21,Lv6 魔力 %+d,9,21,3,6,鑲嵌拼圖 X1,5,15,10,95,18000
2323,21,Lv7 魔力 %+d,11,26,3,6,鑲嵌拼圖 X1,5,15,10,95,27000
2324,21,Lv8 魔力 %+d,12,31,3,7,鑲嵌拼圖 X1,5,15,10,95,55000
2325,21,Lv9 魔力 %+d,15,37,4,8,鑲嵌拼圖 X1,5,15,10,95,68500
2326,21,Lv10 魔力 %+d,17,43,4,9,鑲嵌拼圖 X1,5,15,10,95,89000
2327,21,Lv11 魔力 %+d,33,45,5,11,鑲嵌拼圖 X1,5,15,-70,70,300000
2328,21,Lv12 魔力 %+d,39,54,6,14,鑲嵌拼圖 X1,5,15,-70,60,500000
2329,21,Lv13 魔力 %+d,48,74,12,25,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2330,21,Lv14 魔力 %+d,68,122,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2331,21,Lv15 魔力 %+d,90,170,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2332,21,Lv16 魔力 %+d,114,218,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2333,21,Lv17 魔力 %+d,141,266,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2334,21,Lv18 魔力 %+d,170,314,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2335,21,Lv19 魔力 %+d,202,362,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2336,21,Lv20 魔力 %+d,236,410,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2337,21,Lv1 體力 %+d,2,3,2,4,鑲嵌拼圖 X1,5,15,10,95,1000
2338,21,Lv2 體力 %+d,3,6,2,4,鑲嵌拼圖 X1,5,15,10,95,2500
2339,21,Lv3 體力 %+d,4,9,2,4,鑲嵌拼圖 X1,5,15,10,95,5000
2340,21,Lv4 體力 %+d,5,13,2,5,鑲嵌拼圖 X1,5,15,10,95,8000
2341,21,Lv5 體力 %+d,7,17,3,5,鑲嵌拼圖 X1,5,15,10,95,12000
2342,21,Lv6 體力 %+d,9,21,3,6,鑲嵌拼圖 X1,5,15,10,95,18000
2343,21,Lv7 體力 %+d,11,26,3,6,鑲嵌拼圖 X1,5,15,10,95,27000
2344,21,Lv8 體力 %+d,12,31,3,7,鑲嵌拼圖 X1,5,15,10,95,55000
2345,21,Lv9 體力 %+d,15,37,4,8,鑲嵌拼圖 X1,5,15,10,95,68500
2346,21,Lv10 體力 %+d,17,43,4,9,鑲嵌拼圖 X1,5,15,10,95,89000
2347,21,Lv11 體力 %+d,33,45,5,11,鑲嵌拼圖 X1,5,15,-70,70,300000
2348,21,Lv12 體力 %+d,39,54,6,14,鑲嵌拼圖 X1,5,15,-70,60,500000
2349,21,Lv13 體力 %+d,48,74,12,25,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2350,21,Lv14 體力 %+d,68,122,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2351,21,Lv15 體力 %+d,90,170,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2352,21,Lv16 體力 %+d,114,218,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2353,21,Lv17 體力 %+d,141,266,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2354,21,Lv18 體力 %+d,170,314,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2355,21,Lv19 體力 %+d,202,362,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2356,21,Lv20 體力 %+d,236,410,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2357,21,Lv1 物理最小傷害 %+d％,1,2,1,2,鑲嵌拼圖 X1,5,15,10,95,1000
2358,21,Lv2 物理最小傷害 %+d％,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
2359,21,Lv3 物理最小傷害 %+d％,3,6,1,3,鑲嵌拼圖 X1,5,15,10,95,5000
2360,21,Lv4 物理最小傷害 %+d％,5,8,2,3,鑲嵌拼圖 X1,5,15,10,95,8000
2361,21,Lv5 物理最小傷害 %+d％,7,11,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
2362,21,Lv6 物理最小傷害 %+d％,9,14,2,4,鑲嵌拼圖 X1,5,15,10,95,18000
2363,21,Lv7 物理最小傷害 %+d％,11,17,2,4,鑲嵌拼圖 X1,5,15,10,95,27000
2364,21,Lv8 物理最小傷害 %+d％,13,21,2,5,鑲嵌拼圖 X1,5,15,10,95,55000
2365,21,Lv9 物理最小傷害 %+d％,15,24,2,5,鑲嵌拼圖 X1,5,15,10,95,68500
2366,21,Lv10 物理最小傷害 %+d％,18,29,3,6,鑲嵌拼圖 X1,5,15,10,95,89000
2367,21,Lv11 物理最小傷害 %+d％,22,31,4,8,鑲嵌拼圖 X1,5,15,-70,70,300000
2368,21,Lv12 物理最小傷害 %+d％,26,37,4,9,鑲嵌拼圖 X1,5,15,-70,60,500000
2369,21,Lv13 物理最小傷害 %+d％,31,45,5,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2370,21,Lv14 物理最小傷害 %+d％,35,54,6,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2371,21,Lv15 物理最小傷害 %+d％,40,63,7,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2372,21,Lv16 物理最小傷害 %+d％,46,72,8,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2373,21,Lv17 物理最小傷害 %+d％,53,81,9,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2374,21,Lv18 物理最小傷害 %+d％,61,90,10,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2375,21,Lv19 物理最小傷害 %+d％,69,99,11,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2376,21,Lv20 物理最小傷害 %+d％,78,108,12,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2377,21,Lv1 物理最大傷害%+d％,1,2,1,2,鑲嵌拼圖 X1,5,15,10,95,1000
2378,21,Lv2 物理最大傷害%+d％,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
2379,21,Lv3 物理最大傷害%+d％,3,6,1,3,鑲嵌拼圖 X1,5,15,10,95,5000
2380,21,Lv4 物理最大傷害%+d％,5,8,2,3,鑲嵌拼圖 X1,5,15,10,95,8000
2381,21,Lv5 物理最大傷害%+d％,7,11,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
2382,21,Lv6 物理最大傷害%+d％,9,14,2,4,鑲嵌拼圖 X1,5,15,10,95,18000
2383,21,Lv7 物理最大傷害%+d％,11,17,2,4,鑲嵌拼圖 X1,5,15,10,95,27000
2384,21,Lv8 物理最大傷害%+d％,13,21,2,5,鑲嵌拼圖 X1,5,15,10,95,55000
2385,21,Lv9 物理最大傷害%+d％,15,24,2,5,鑲嵌拼圖 X1,5,15,10,95,68500
2386,21,Lv10 物理最大傷害%+d％,18,29,3,6,鑲嵌拼圖 X1,5,15,10,95,89000
2387,21,Lv11 物理最大傷害%+d％,22,31,4,8,鑲嵌拼圖 X1,5,15,-70,70,300000
2388,21,Lv12 物理最大傷害%+d％,26,37,4,9,鑲嵌拼圖 X1,5,15,-70,60,500000
2389,21,Lv13 物理最大傷害%+d％,31,45,5,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2390,21,Lv14 物理最大傷害%+d％,35,54,6,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2391,21,Lv15 物理最大傷害%+d％,40,63,7,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2392,21,Lv16 物理最大傷害%+d％,46,72,8,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2393,21,Lv17 物理最大傷害%+d％,53,81,9,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2394,21,Lv18 物理最大傷害%+d％,61,90,10,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2395,21,Lv19 物理最大傷害%+d％,69,99,11,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2396,21,Lv20 物理最大傷害%+d％,78,108,12,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2397,21,Lv1 物理攻擊命中率 %+d％,1,2,1,2,鑲嵌拼圖 X1,5,15,10,95,1000
2398,21,Lv2 物理攻擊命中率 %+d％,2,3,1,2,鑲嵌拼圖 X1,5,15,10,95,2500
2399,21,Lv3 物理攻擊命中率 %+d％,3,5,1,2,鑲嵌拼圖 X1,5,15,10,95,5000
2400,21,Lv4 物理攻擊命中率 %+d％,4,6,1,2,鑲嵌拼圖 X1,5,15,10,95,8000
2401,21,Lv5 物理攻擊命中率 %+d％,6,8,2,2,鑲嵌拼圖 X1,5,15,10,95,12000
2402,21,Lv6 物理攻擊命中率 %+d％,8,11,2,3,鑲嵌拼圖 X1,5,15,10,95,18000
2403,21,Lv7 物理攻擊命中率 %+d％,10,13,2,3,鑲嵌拼圖 X1,5,15,10,95,27000
2404,21,Lv8 物理攻擊命中率 %+d％,12,16,2,3,鑲嵌拼圖 X1,5,15,10,95,55000
2405,21,Lv9 物理攻擊命中率 %+d％,14,19,2,4,鑲嵌拼圖 X1,5,15,10,95,68500
2406,21,Lv10 物理攻擊命中率 %+d％,17,22,3,4,鑲嵌拼圖 X1,5,15,10,95,89000
2407,21,Lv11 物理攻擊命中率 %+d％,21,21,3,4,鑲嵌拼圖 X1,5,15,-70,70,300000
2408,21,Lv12 物理攻擊命中率 %+d％,25,25,3,4,鑲嵌拼圖 X1,5,15,-70,60,500000
2409,21,Lv13 物理攻擊命中率 %+d％,28,29,4,5,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2410,21,Lv14 物理攻擊命中率 %+d％,31,33,4,5,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2411,21,Lv15 物理攻擊命中率 %+d％,35,38,6,7,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2412,21,Lv16 物理攻擊命中率 %+d％,39,43,6,7,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2413,21,Lv17 物理攻擊命中率 %+d％,44,49,7,8,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2414,21,Lv18 物理攻擊命中率 %+d％,49,55,7,8,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2415,21,Lv19 物理攻擊命中率 %+d％,55,62,8,9,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2416,21,Lv20 物理攻擊命中率 %+d％,61,69,8,9,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2417,22,Lv1 力量 %+d,2,3,2,4,鑲嵌拼圖 X1,5,15,10,95,1000
2418,22,Lv2 力量 %+d,3,6,2,4,鑲嵌拼圖 X1,5,15,10,95,2500
2419,22,Lv3 力量 %+d,4,9,2,4,鑲嵌拼圖 X1,5,15,10,95,5000
2420,22,Lv4 力量 %+d,5,13,2,5,鑲嵌拼圖 X1,5,15,10,95,8000
2421,22,Lv5 力量 %+d,7,17,3,5,鑲嵌拼圖 X1,5,15,10,95,12000
2422,22,Lv6 力量 %+d,9,21,3,6,鑲嵌拼圖 X1,5,15,10,95,18000
2423,22,Lv7 力量 %+d,11,26,3,6,鑲嵌拼圖 X1,5,15,10,95,27000
2424,22,Lv8 力量 %+d,12,31,3,7,鑲嵌拼圖 X1,5,15,10,95,55000
2425,22,Lv9 力量 %+d,15,37,4,8,鑲嵌拼圖 X1,5,15,10,95,68500
2426,22,Lv10 力量 %+d,17,43,4,9,鑲嵌拼圖 X1,5,15,10,95,89000
2427,22,Lv11 力量 %+d,33,45,5,11,鑲嵌拼圖 X1,5,15,-70,70,300000
2428,22,Lv12 力量 %+d,39,54,6,14,鑲嵌拼圖 X1,5,15,-70,60,500000
2429,22,Lv13 力量 %+d,48,74,12,25,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2430,22,Lv14 力量 %+d,68,122,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2431,22,Lv15 力量 %+d,90,170,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2432,22,Lv16 力量 %+d,114,218,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2433,22,Lv17 力量 %+d,141,266,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2434,22,Lv18 力量 %+d,170,314,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2435,22,Lv19 力量 %+d,202,362,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2436,22,Lv20 力量 %+d,236,410,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2437,22,Lv1 幸運 %+d,2,3,2,4,鑲嵌拼圖 X1,5,15,10,95,1000
2438,22,Lv2 幸運 %+d,3,6,2,4,鑲嵌拼圖 X1,5,15,10,95,2500
2439,22,Lv3 幸運 %+d,4,9,2,4,鑲嵌拼圖 X1,5,15,10,95,5000
2440,22,Lv4 幸運 %+d,5,13,2,5,鑲嵌拼圖 X1,5,15,10,95,8000
2441,22,Lv5 幸運 %+d,7,17,3,5,鑲嵌拼圖 X1,5,15,10,95,12000
2442,22,Lv6 幸運 %+d,9,21,3,6,鑲嵌拼圖 X1,5,15,10,95,18000
2443,22,Lv7 幸運 %+d,11,26,3,6,鑲嵌拼圖 X1,5,15,10,95,27000
2444,22,Lv8 幸運 %+d,12,31,3,7,鑲嵌拼圖 X1,5,15,10,95,55000
2445,22,Lv9 幸運 %+d,15,37,4,8,鑲嵌拼圖 X1,5,15,10,95,68500
2446,22,Lv10 幸運 %+d,17,43,4,9,鑲嵌拼圖 X1,5,15,10,95,89000
2447,22,Lv11 幸運 %+d,33,45,5,11,鑲嵌拼圖 X1,5,15,-70,70,300000
2448,22,Lv12 幸運 %+d,39,54,6,14,鑲嵌拼圖 X1,5,15,-70,60,500000
2449,22,Lv13 幸運 %+d,48,74,12,25,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2450,22,Lv14 幸運 %+d,68,122,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2451,22,Lv15 幸運 %+d,90,170,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2452,22,Lv16 幸運 %+d,114,218,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2453,22,Lv17 幸運 %+d,141,266,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2454,22,Lv18 幸運 %+d,170,314,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2455,22,Lv19 幸運 %+d,202,362,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2456,22,Lv20 幸運 %+d,236,410,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2457,22,Lv1 魔力 %+d,2,3,2,4,鑲嵌拼圖 X1,5,15,10,95,1000
2458,22,Lv2 魔力 %+d,3,6,2,4,鑲嵌拼圖 X1,5,15,10,95,2500
2459,22,Lv3 魔力 %+d,4,9,2,4,鑲嵌拼圖 X1,5,15,10,95,5000
2460,22,Lv4 魔力 %+d,5,13,2,5,鑲嵌拼圖 X1,5,15,10,95,8000
2461,22,Lv5 魔力 %+d,7,17,3,5,鑲嵌拼圖 X1,5,15,10,95,12000
2462,22,Lv6 魔力 %+d,9,21,3,6,鑲嵌拼圖 X1,5,15,10,95,18000
2463,22,Lv7 魔力 %+d,11,26,3,6,鑲嵌拼圖 X1,5,15,10,95,27000
2464,22,Lv8 魔力 %+d,12,31,3,7,鑲嵌拼圖 X1,5,15,10,95,55000
2465,22,Lv9 魔力 %+d,15,37,4,8,鑲嵌拼圖 X1,5,15,10,95,68500
2466,22,Lv10 魔力 %+d,17,43,4,9,鑲嵌拼圖 X1,5,15,10,95,89000
2467,22,Lv11 魔力 %+d,33,45,5,11,鑲嵌拼圖 X1,5,15,-70,70,300000
2468,22,Lv12 魔力 %+d,39,54,6,14,鑲嵌拼圖 X1,5,15,-70,60,500000
2469,22,Lv13 魔力 %+d,48,74,12,25,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2470,22,Lv14 魔力 %+d,68,122,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2471,22,Lv15 魔力 %+d,90,170,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2472,22,Lv16 魔力 %+d,114,218,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2473,22,Lv17 魔力 %+d,141,266,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2474,22,Lv18 魔力 %+d,170,314,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2475,22,Lv19 魔力 %+d,202,362,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2476,22,Lv20 魔力 %+d,236,410,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2477,22,Lv1 體力 %+d,2,3,2,4,鑲嵌拼圖 X1,5,15,10,95,1000
2478,22,Lv2 體力 %+d,3,6,2,4,鑲嵌拼圖 X1,5,15,10,95,2500
2479,22,Lv3 體力 %+d,4,9,2,4,鑲嵌拼圖 X1,5,15,10,95,5000
2480,22,Lv4 體力 %+d,5,13,2,5,鑲嵌拼圖 X1,5,15,10,95,8000
2481,22,Lv5 體力 %+d,7,17,3,5,鑲嵌拼圖 X1,5,15,10,95,12000
2482,22,Lv6 體力 %+d,9,21,3,6,鑲嵌拼圖 X1,5,15,10,95,18000
2483,22,Lv7 體力 %+d,11,26,3,6,鑲嵌拼圖 X1,5,15,10,95,27000
2484,22,Lv8 體力 %+d,12,31,3,7,鑲嵌拼圖 X1,5,15,10,95,55000
2485,22,Lv9 體力 %+d,15,37,4,8,鑲嵌拼圖 X1,5,15,10,95,68500
2486,22,Lv10 體力 %+d,17,43,4,9,鑲嵌拼圖 X1,5,15,10,95,89000
2487,22,Lv11 體力 %+d,33,45,5,11,鑲嵌拼圖 X1,5,15,-70,70,300000
2488,22,Lv12 體力 %+d,39,54,6,14,鑲嵌拼圖 X1,5,15,-70,60,500000
2489,22,Lv13 體力 %+d,48,74,12,25,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2490,22,Lv14 體力 %+d,68,122,25,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2491,22,Lv15 體力 %+d,90,170,28,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2492,22,Lv16 體力 %+d,114,218,31,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2493,22,Lv17 體力 %+d,141,266,34,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2494,22,Lv18 體力 %+d,170,314,37,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2495,22,Lv19 體力 %+d,202,362,40,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2496,22,Lv20 體力 %+d,236,410,43,60,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2497,22,Lv1 物理最小傷害 %+d％,1,2,1,2,鑲嵌拼圖 X1,5,15,10,95,1000
2498,22,Lv2 物理最小傷害 %+d％,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
2499,22,Lv3 物理最小傷害 %+d％,3,6,1,3,鑲嵌拼圖 X1,5,15,10,95,5000
2500,22,Lv4 物理最小傷害 %+d％,5,8,2,3,鑲嵌拼圖 X1,5,15,10,95,8000
2501,22,Lv5 物理最小傷害 %+d％,7,11,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
2502,22,Lv6 物理最小傷害 %+d％,9,14,2,4,鑲嵌拼圖 X1,5,15,10,95,18000
2503,22,Lv7 物理最小傷害 %+d％,11,17,2,4,鑲嵌拼圖 X1,5,15,10,95,27000
2504,22,Lv8 物理最小傷害 %+d％,13,21,2,5,鑲嵌拼圖 X1,5,15,10,95,55000
2505,22,Lv9 物理最小傷害 %+d％,15,24,2,5,鑲嵌拼圖 X1,5,15,10,95,68500
2506,22,Lv10 物理最小傷害 %+d％,18,29,3,6,鑲嵌拼圖 X1,5,15,10,95,89000
2507,22,Lv11 物理最小傷害 %+d％,22,31,4,8,鑲嵌拼圖 X1,5,15,-70,70,300000
2508,22,Lv12 物理最小傷害 %+d％,26,37,4,9,鑲嵌拼圖 X1,5,15,-70,60,500000
2509,22,Lv13 物理最小傷害 %+d％,31,45,5,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2510,22,Lv14 物理最小傷害 %+d％,35,54,6,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2511,22,Lv15 物理最小傷害 %+d％,40,63,7,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2512,22,Lv16 物理最小傷害 %+d％,46,72,8,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2513,22,Lv17 物理最小傷害 %+d％,53,81,9,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2514,22,Lv18 物理最小傷害 %+d％,61,90,10,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2515,22,Lv19 物理最小傷害 %+d％,69,99,11,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2516,22,Lv20 物理最小傷害 %+d％,78,108,12,12,特殊鑲嵌拼圖 X1,5,15,-70,50,0
2517,22,Lv1 物理最大傷害%+d％,1,2,1,2,鑲嵌拼圖 X1,5,15,10,95,1000
2518,22,Lv2 物理最大傷害%+d％,2,4,1,3,鑲嵌拼圖 X1,5,15,10,95,2500
2519,22,Lv3 物理最大傷害%+d％,3,6,1,3,鑲嵌拼圖 X1,5,15,10,95,5000
2520,22,Lv4 物理最大傷害%+d％,5,8,2,3,鑲嵌拼圖 X1,5,15,10,95,8000
2521,22,Lv5 物理最大傷害%+d％,7,11,2,4,鑲嵌拼圖 X1,5,15,10,95,12000
