ID,_Description,_DelayTime0,_Sound0,_Loop0,_DelayTime1,_Sound1,_Loop1,_DelayTime2,_Sound2,_Loop2,_DelayTime3,_Sound3,_Loop3,_DelayTime4,_Sound4,_Loop4,_DelayTime5,_Sound5,_Loop5,_DelayTime6,_Sound6,_Loop6,_DelayTime7,_Sound7,_Loop7,_DelayTime8,_Sound8,_Loop8,_DelayTime9,_Sound9,_Loop9,_DelayTime10,_Sound10,_Loop10
941,[??] ??? ??,0,[Skill]_331_06_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
942,[??] ??? ??,0,[Skill]_331_06_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
943,[??] ????? ??,0,[Skill]_331_06_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
944,[??] ?????? ??,0,[Skill]_331_06_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
945,[??] ?? ??,0,[Skill]_331_07_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
946,[??] ?? ??,0,[Skill]_331_07_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
947,[??] ??? ??,0,[Skill]_331_07_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
948,[??] ??? ??,0,[Skill]_331_07_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
949,[??] ??? ??,0,[Skill]_340_01_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
950,[??] ??? ??,0,[Skill]_340_01_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
951,[??] ??? ??,0,[Skill]_340_01_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
952,[??] ??? ??,0,[Skill]_340_01_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
953,[??] ?????? ??,0,[Skill]_340_02_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
954,[??] ?????? ??,0,[Skill]_340_02_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
955,[??] ???? ??,0,[Skill]_340_02_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
956,[??] ??????? ??,0,[Skill]_340_02_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
957,[??] ???? ??,0,[Skill]_340_03_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
958,[??] ?????? ??,0,[Skill]_340_03_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
959,[??] ?????? ??,0,[Skill]_340_03_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
960,[??] ?????? ??,0,[Skill]_340_03_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
961,[??] ???? ??,0,[Skill]_340_04_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
962,[??] ????? ??,0,[Skill]_340_04_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
963,[??] ????? ??,0,[Skill]_340_04_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
964,[??] ???? ??,0,[Skill]_340_04_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
965,[?] ????? ??,0,[Skill]_363_05_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
966,[?] ????? ??,0,[Skill]_363_05_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
967,[?] ??????? ??,0,[Skill]_363_05_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
968,[?] ?????? ??,0,[Skill]_363_05_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
969,[?] ???? ??,0,[Skill]_363_06_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
970,[?] ???? ??,0,[Skill]_363_06_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
971,[?] ??? ??? ??,0,[Skill]_363_06_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
972,[?] ????? ??,0,[Skill]_363_06_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
973,[??] ???? ?,0,[Skill]_351_05_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
974,[??] ???? ?,0,[Skill]_351_05_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
975,[??] ???? ?,0,[Skill]_351_05_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
976,[??] ???? ?,0,[Skill]_351_05_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
977,[??] ???? ?,0,[Skill]_351_05_SKILL_05.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
978,[??] ???? ?,0,[Skill]_351_05_SKILL_06.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
979,[??] ???? ?,0,[Skill]_351_05_SKILL_07.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
980,[???] ??? ???,0,[Chara]_Attack_Gun_L.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
981,[???] ??? ???,0,[Chara]_Attack_Gun_H.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
982,[???] ??? ???,0,BEATTACK_370.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
983,[????] ??,0,[Mon_3_003_01]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
984,[????] ??,0,[Mon_3_003_01]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
985,[????] ??,0,[Mon_3_003_01]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
986,[????] ????,0,[Mon_3_003_01]_Skill1.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
987,[????] ??,0,[Mon_3_003_01]_Skill2.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
988,[????2] ?????,0,[Mon_3_003_02]_Skill2.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
989,[????2] ????,0,[Mon_3_003_02]_Skill3.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
990,[????2] ????,0,[Mon_3_003_02]_Skill4.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
991,[???? ??] ??,0,[Mon_3_003_03]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
992,[???? ??] ??,0,[Mon_3_003_03]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
993,[???? ??] ??,0,[Mon_3_003_03]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
994,[???? ??] ????,0,[Mon_3_003_03]_Skill1.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
995,[???? ??] ???????,0,[Mon_3_003_03]_Skill2.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
996,[???] ??????,0,[Skill]_371_05_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
997,[???] ??????,0,[Skill]_371_05_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
998,[???] ????,0,[Skill]_371_05_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
999,[???] ??????,0,[Skill]_371_05_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1000,[???] ???,0,[Skill]_371_05_SKILL_05.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1001,[???] ?? : ?? / ?? / ?? ???,1,[Chara]_Attack_Punch_L.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1002,[???] ?? : ?? / ?? / ?? ???,2,[Chara]_Attack_Punch_H.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1003,[???] ?? : ??? / ??? / ? / ?? / ?? ???,1,[Chara]_Attack_Sword_L.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1004,[???] ?? : ??? / ??? / ? / ?? / ?? ??? / ? ???,3,[Chara]_Attack_Sword_H.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1005,[???] ?? : ? ???,4,[Chara]_Attack_Spear.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1006,[???] ?? : ? / ?? ???,9,[Chara]_Attack_Bow_H.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1007,[???] ????? ??,0,[Skill]_321_06_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1008,[???] ?????? ??,0,[Skill]_321_06_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1009,[???] ????? ??,0,[Skill]_321_06_SKILL_04.wav,0,2,VE_GIRL01_SHORT_13.wav,0,2,VE_WOMAN01_SHORT_13.wav,0,2,VE_WOMAN02_SHORT_13.wav,0,2,VE_BOY01_SHORT_01.wav,0,2,VE_MAN01_SHORT_13.wav,0,2,VE_MAN02_SHORT_13.wav,0,0,,0,0,,0,0,,0,0,,0
1010,[??] ???? ??,0,[Skill]_361_05_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1011,[??] ????? ??,0,[Skill]_361_05_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1012,[??] ?????? ??,0,[Skill]_361_05_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1013,[??] ????? ??,0,[Skill]_361_05_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1014,[??] ???? ??,0,[Skill]_361_06_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1015,[??] ???? ??,0,[Skill]_361_06_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1016,[??] ???? ??,0,[Skill]_361_06_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1017,[??] ???? ??,0,[Skill]_361_06_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1018,[???] ???? 4?,0,[Skill]_371_06_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1019,[???] ???? ??,0,[Skill]_321_05_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1020,[???] W???? ??,0,[Skill]_321_05_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1021,[???] ?????? ??,0,[Skill]_321_05_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1022,[???] ????? ??,0,[Skill]_321_05_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1023,[???] ????? ??,0,[Skill]_321_06_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1024,[??] ???? ??,0,[Skill]_364_05_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1025,[??] ???? ??,0,[Skill]_364_05_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1026,[??] ??????? ??,0,[Skill]_364_05_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1027,[??] ?????? ??,0,[Skill]_364_05_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1028,[??] ???? ??,0,[Skill]_364_06_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1029,[??] ????? ??,0,[Skill]_364_06_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1030,[??] ????? ??,0,[Skill]_364_06_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1031,[??] ????? ??,0,[Skill]_364_06_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1032,[??] 10? ??1,0,[Skill]_351_01_GT01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1033,[??] 10? ??2,0,[Skill]_351_01_GT02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1034,[??] 10? ??3,0,[Skill]_351_01_GT03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1035,[??] 10? ??4,0,[Skill]_351_01_GT04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1036,[???] ?? ????? ???,0,[Skill]_371_07_SKILL_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1037,[???] ?? ????? ???,0,[Skill]_371_07_SKILL_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1038,[???] ?? ????? ????,0,[Skill]_371_07_SKILL_03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1039,[???] ?? ????? ???,0,[Skill]_371_07_SKILL_04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1040,[????? ?] ??,0,[Mon_3_047_02]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1041,[????? ?] ??,0,[Mon_3_047_02]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1042,[????? ?] ??,0,[Mon_3_047_02]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1043,[????? ?] ??2,0,[Mon_3_047_02]_Skill02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1044,[???] ???,0,[System]_Newyear.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1045,[????] ??? ??? ????,0,[Emot]_User_Congratulation.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1046,[????] ? ??,0,[Event]_Fireworks01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1047,[????] ?? ??,0,[Event]_Fireworks02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1048,[????] I ? you ??,0,[Event]_Fireworks03.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1049,[????] ???? ??,0,[Event]_Fireworks04.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1050,[????] ????? ??,0,[Event]_Fireworks05.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1051,[????] ?? ??,0,[Event]_Fireworks06.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1052,[????] GM ??,0,[Event]_GM_congratulation.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1053,[?] ??? ??,0,[Pet]_517_01.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1054,[?] ??? ??,0,[Pet]_517_02.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1055,[????] ??????02,0,[Emot]_EMOTICON59.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1056,[????] ??????03,0,[Emot]_EMOTICON60.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1057,[????] ??? ??? ??? ??,0,[Event]_Ice_Firearrow.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1058,[????] ?? ?????,0,[Emot]_Dancelatale.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1059,[????] ?? ????,0,[Emot]_China_money.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1060,[????] ?? ??,0,[Emot]_china_greeting.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1061,[????] ????,0,[Emot]_EMOTICON70.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1062,[????] ??????,0,[Emot]_EMOTICON71.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1063,[????] ?????,0,[Emot]_EMOTICON69.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1064,[????] ?? ??,0,[Emot]_Revolution.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1065,[???] ??,0,[Mon_3_050_01]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1066,[???] ??,0,[Mon_3_050_01]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1067,[???] ??,0,[Mon_3_050_01]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1068,[???] ??,0,[Mon_3_050_01]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1069,[????/?????] ??,0,[Mon_002_71]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1070,[????/?????] ??,0,[Mon_002_71]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1071,[????/?????] ??,0,[Mon_002_71]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1072,[????/?????] ??,0,[Mon_002_71]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1073,[?????] ??,0,[Mon_002_72]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1074,[?????] ??,0,[Mon_002_72]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1075,[?????] ??,0,[Mon_002_72]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1076,[?????] ??,0,[Mon_002_72]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1077,[?????] ??,0,[Mon_002_72]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1078,[????] ??,0,[Mon_3_054_01]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1079,[????] ??,0,[Mon_3_054_01]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1080,[????] ?? (?????? ??),0,[Mon_3_054_01]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1081,[????] ??,0,[Mon_3_054_01]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1082,[??????] ??,0,[Mon_3_055_01]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1083,[??????] ??,0,[Mon_3_055_01]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1084,[??????] ??,0,[Mon_3_055_01]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1085,[???????] ??,0,[Mon_3_056_01]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1086,[???????] ??,0,[Mon_3_056_01]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1087,[???????] ??,0,[Mon_3_056_01]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1088,[???????] ??,0,[Mon_3_056_01]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1089,[???? ??] ??,0,[Mon_3_044_01]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1090,[???? ??] ??,0,[Mon_3_044_01]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1091,[???? ??] ??,0,[Mon_3_044_01]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1092,[???? ??] ??,0,[Mon_3_044_01]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1093,[???? ??] ??,0,[Mon_3_045_01]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1094,[???? ??] ??,0,[Mon_3_045_01]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1095,[???? ??] ??,0,[Mon_3_045_01]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1096,[???? ??] ??,0,[Mon_3_045_01]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1097,[???? ??] ??,0,[Mon_3_045_01]_Skill.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1098,[???? ??] ??,0,[Mon_3_046_01]_Attack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1099,[???? ??] ??,0,[Mon_3_046_01]_BeAttack.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1100,[???? ??] ??,0,[Mon_3_046_01]_Dead.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
1101,[???? ??] ??,0,[Mon_3_046_01]_Jump.wav,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0,0,,0
